ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
51c139b0-1e0c-0138-8d55-740f24312a1c,Field Number,St. Brelade,Parish,,Unknown,A flint implement possible a Palaeolithic scraper was discovered in field B497. It may also have been polished possibly in raised beach/loessic deposit.,,,,,,5.40cm x 4.52cm x 1.82cm,0008-01-01,,,,,,,,,,Flint,Metric,Millimetres/grams,Scraper (tool),,,,,,0100423,,,,,GEOMETRYCOLLECTION (POINT (-2.220354 49.178711)),,,,,
5377c864-114f-11ec-8701-0275d4869ef4,Offshore Islet,St. Helier,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Copper alloy furniture fitting. Solid cast finial in the form of an acorn with two grooves around the upper and lower edges of the cup. A  5mm cylindrical basal shank protrudes from the back of the object, acting as a fixing point.   Many similar furniture fittings are recorded on the Portable Antiquity Scheme. Suggested date: Post-Medieval, 1650-1750.  Height: 35.5mm, Diameter: 15.86mm, Weight: 25.2g",,Complete,,,Surface,"Height: 35.5mm, Diameter: 15.86mm, Weight: 25.2g",2021-05-30,,,,,,,/files/uploadedfiles/0401500_-_Furniture_fitting.jpg,Listed site,Cast,Copper alloy,Metric,Millimetres/grams,Furniture fitting,Certain,Elizabeth Castle,,Elizabeth Castle,,0401500,,Other chance find,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.124731 49.176454)),,,,,
02127ce8-fc47-11eb-8701-0275d4869ef4,,St. Ouen,Parish,Bronze Age 2600-701 BCE,Gallo-Roman 51 BCE-451 CE,"A crescent shaped fragment of probable cast copper-alloy ring with a trapezoid cross section of probable late prehistoric (late Bronze Age to Roman) date. The ring is solid, with an overall length of 27.9mm and overall width of 19.91mm. The hoop is 9.05mm thick, though this varies slightly. This object is possibly a harness component; however such simple objects found in isolation are very difficult to attribute to a specific function or date.  Similar objects with similar dimensions show up frequently in prehistoric contexts, including the St. Mary Hoard now at La Hougue Bie.   Similar finds on the Portable Antiquity Scheme:  PUBLIC-655243 NMS-54E13B",,Incomplete,Untreated,,6 inches,"Length: 27.90, Width: 19.91mm, Thickness: 9.05, Weight: 11.5g",2021-02-17,,,,,,,/files/uploadedfiles/0900416__ring.jpg,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Ring,Probable,St. Ouen,,St. Ouen,,0900416,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Ouen’; location protected and marked as Jersey Archive.,,,,
51c171b0-1e0c-0138-8d55-740f24312a1c,,St. Brelade,Parish,,,A flint core found at a cliff exposure near Le Grouet slipway.,,,,,,5.47cm x 5.85cm x 3.37cm,0016-01-01,,,,,,,,Coastland,,Flint,Metric,Millimetres/grams,Core,,,,,,0100431,,,,,GEOMETRYCOLLECTION (POINT (-2.240037 49.183261)),,,,,
79db1a40-19c2-0138-c5ac-740f24312a1c,Field Number,St. Martin,Parish,,,Small arrowhead discovered in field MN782. ,,,,,,,1980-05-29,,,,,,,,,,,Metric,Millimetres/grams,Arrowhead,,,,,,0700363,,,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.055044 49.223406)),,,,,
4a06fb80-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,Amorican billon stater. Very poor condition - unidentifiable. ,,,,,,,1992-08-01,,,,,,,,,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,,,,,,0300339,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.033515 49.167509)),,,,Returned to Finder,
78dbd920-19c2-0138-c5a4-740f24312a1c,,St. Brelade,Parish,,,Flint core found near Le Grouet Slip. ,,,,,,,,,,,,,,,Intertidal,,,Metric,Millimetres/grams,Core,,,,,,0100435,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.239026 49.183711)),,,,,
0feb017e-38a5-11ec-8701-0275d4869ef4,,St. John,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,"Société Jersiaise Finds Record Entry SJFR303 (2019) reads: Two polished axe heads in dark green serpentine stone, not local to Jersey. The nearest outcrops of serpentine are found are in Finisterre (Brittany), south central France (Corrèze) and Lizard (Cornwall). They were reportedly found over 60 years ago by the uncle of the finder in the garden garden after a lightning storm. The uncle used to dig vegetables in that garden but also worked on a farm elsewhere at an unknown property.  (1) A dark green polished serpentine stone axe head with band of yellow/brown through the cheek. On the butt is some ancient damage now smoothed down, and a small polished facet measuring 15mm. Midway along the blade are two tiny chips, and on one side is fresh flake damage measuring 15mm x 10mm, caused by a young child dropping the axe on a stone hearth, as remembered by the finder.    (2) A dark green polished serpentine stone axe head, slightly smaller than (1). There are some small ancient scrapes and pits on the cheeks and butt, now polished smooth. The blade has some plough damage along its length. There is a rough indented area on one edge of the eye where the axe has been hafted.",,Complete,,,,(1) 116mm long x 58mm wide blade. (2) 117mm long x 44mm wide blade.,2019-01-21,,,,,,,/files/uploadedfiles/0500279_-_polished_axes.JPG,Culticated,Hand made,Stone,Metric,Millimetres/grams,Polished axehead,Certain,,,St. John,,0500279,,Gardening,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. John’; accurate location protected and marked as Jersey Archive.,,,Returned to Finder,
4a06aaa0-194c-0138-c58e-740f24312a1c,,Grouville,Parish,,,Flint flake. Dimensions:  Length: 4.4 (?) Width: 2.3 (?) Thickness 1.4 (?) *cm?,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,0300327,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.035551 49.194251)),,,,,
791c4f20-19c2-0138-c5a6-740f24312a1c,Field Number,St. Clement,Parish,,,"Dimensions 95mm x 35mm x 20mm Weight: 78.82g A brown quartzite whetstone, trapezoid in plan and profile, with an oval cross section. There are two flattened, smooth polishing surfaces. The stone has been used to sharpen blades, possibly of metal and then latterly used as a hammer, with damage to both ends. There are several plough scares on each surface. The condition is fair.  ",,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Whetstone,,,,,,0200181,,Chance find during metal detecting,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.0549 49.175164)),,,,Returned to Finder,
20d3c14c-fea8-11eb-8701-0275d4869ef4,Intertidal,St. Helier,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete and worn post-Medieval silver sixpence of William IV (1831-1837). The date on the coin is not visible.  Obverse: Bare headed bust right, no legend visible. Reverse: Crown within wreath visible.  Diameter: 18.6mm Weight: 1.82g",,Complete,Untreated,,,"A complete and worn post-Medieval silver sixpence of William IV (1831-1837). The date on the coin is not visible.  Obverse: Bare headed bust right, no legend visible. Reverse: Crown within wreath visible.  Diameter: 18.6mm Weight: 1.82g",2021-01-01,,,,,,,/files/uploadedfiles/temp.2021.f6_coin.jpg,Intertidal,Milled,Silver,Metric,Millimetres/grams,Coin,Certain,Havre Des Pas,,Havre Des Pas,,0401486,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.101285 49.177229)),,,,,Stamped
a6fc61f4-0022-11ec-8701-0275d4869ef4,Intertidal,Grouville,Parish,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,"A copper alloy, probably Roman, three strand cable bracelet. It consists of a cylindrical frame with two hammered flat rectangular strands wound tightly around it. The terminals of the bracelet cross over and are rounded. One side of the bracelet has been damaged with some of the cord missing, which allows a look at the interior frame construction of the object. The object has patches of dark to light green patina which has fused with beach sand.  The small size of the bracelet suggests that it was for a child or small woman.  Wire bracelets of similar technology and construction also show up numerously in Roman contexts  in Southern England (Portable Antiquities Scheme:  SOM-E1DFB1, WMID-0177C3, KENT-7B25E2, SF-4434C7).  Some similar two strand wire bracelet examples from the Netherlands have been dated to the Early Iron Age (Arnoldussen & Steegstra 2001, 83, DB 1031).  It is suggested that this is a Roman example.",,Complete,Untreated,,,"Length: 56.26mm, Width: 44mm, Cable Thickness c.4.5mm (varying), Weight: 15.7g.",2021-02-01,,,,,,,"/files/uploadedfiles/0200221_-_bracelet.jpg,/files/uploadedfiles/0200221_-_bracelet_2.jpg",Intertidal,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Bracelet,Certain,La Rocque Beach,,La Rocque Beach,,0300385,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.026578 49.16338)),"Findspot known as ""La Rocque Beach"". Exact findspot protected.",,,,
79db4b30-19c2-0138-c5ac-740f24312a1c,Field Number,St. Martin,Parish,,,A flint scraper discovered during a fieldwalk. ,,,,,,1.65cm x 1.87cm x 0.50cm,1983-09-30,,,,,,,,Cultivated land,,Flint,Metric,Millimetres/grams,Scraper (tool),,,,,,0700370,,Fieldwalking,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.050059 49.234966)),,,,,
f10d9dc8-f5c6-11eb-8701-0275d4869ef4,Postal Address,St. Helier,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"An incomplete clay pipe (smoking) of the post-medieval period dating from the 19th century (Atkinson & Oswald 1969, p. 41).  A complete bowl with 16mm of the stem remaining, the bore c. 4mm in diameter at the break. The back of the bowl bears heavy moulded decoration in relief, consisting of the Prince of Wales feathers and motto. A prominent seam runs through the centre of this decoration. The front of the bowl bears a feathered decoration characteristic of other 19th century pipe bowls.  Dimensions: Length (bowl): 32mm Width (bowl):  20.55 Inner diameter (bowl): 16.53 Length (stem): c.18.27 Width (stem): 7.48 Weight: 9.8g",,Incomplete,Untreated,,,"Length (bowl): 32mm, Width (bowl):  20.55, Inner diameter (bowl): 16.53, Length (stem): c.18.27, Width (stem): 7.48",,,,,,,,/files/uploadedfiles/0401483.jpg,,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),Certain,St. Helier,,St. Helier,,0401483,,Other chance find,,,GEOMETRYCOLLECTION (POINT (-2.123822 49.197582)),,,,Returned to Finder,
791c4670-19c2-0138-c5a6-740f24312a1c,Field Number,St. Clement,Parish,,,"Dimensions 86mm x 52mm x 23mm  Weight: 77.79g A 20th century copper alloy decoration of the Cutty Sark, with traces of red and white paint. Possibly from a coal scuttle or fire guard. There are several plough scars and the item is slightly bent. The condition is fair.  ",,,,,,,,,,,,,,,,,Copper alloy,Metric,Millimetres/grams,Fire guard,,,,,,0200180,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.0549 49.175093)),,,,Returned to Finder,
33c1cb60-193b-0138-c588-740f24312a1c,,St. Helier,Parish,,,A flint scraper discovered in the Tower Road area. ,,,,,,Length: 3.3cm Width: 2.9cm  Thickness: 1.0cm ,,,,,,,,,,Knapped/flaked,Stone,Metric,Millimetres/grams,Scraper (tool),,,,,,0400909,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.119016 49.194271)),,,,,
faf16b20-7e42-0138-9337-740f24312a1c,,St. Clement,Parish,Mesolithic 10000-4001 BCE,Neolithic 4000-2601 BCE,"A diorite bevelender which is sea worn.  Local diorite can be found in the Ronez/Sorel area and between Elizabeth Castle and Seymour Tower.  Bevel-ended stone tools are common finds from the prehistoric period. These elongated stone artefacts are a common feature of the Middle Mesolithic of northern France and the Channel Islands (Ghesquière et al. 2000). They are often associated with Mesolithic coastal midden sites and also Neolithic and Bronze Age flint-knapping activities.  They are sometimes referred to as ‘limpet hammers’ as in more recent times people have also used tools like these for extracting limpets from rocks. These tools are usually long beach pebbles of local stone which show use/wear on one or both ends. Some have ends that have been rubbed smooth through abrasion, whilst others appear to have been used for percussion, probably as hammer stones (Conneller 2016). Through experimental archaeology and use-wear analysis, suggested uses for these tools are varied, and include, flint and stone knapping, hide-working, the crushing and grinding of foodstuffs and limpet collection and processing. There may be some overlap in function with bevel-ended tools made of bone and antler. When found out of context as in this case, it is hard to assign an exact date or use.  ",,Complete,,,Surface,125mm x 49mm x 25mm 358.5g,2019-01-01,,,,,,,/files/uploadedfiles/0200205.jpg,Intertidal,Struck or hammered,Stone,Metric,Millimetres/grams,Flint implement,Certain,,,,,0200205,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.085018 49.169388)),,,,,
fb5eb0a0-1e88-0138-8d69-740f24312a1c,,St. Lawrence,Parish,,,Oblong stone with sharply bevelled end.  Dimensions:  Length: 18.50 cm  Width: 5.90 cm Thickness: 4.60 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0600293,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Lawrence’; location protected and marked as Jersey Archive.,,,,
5f7d7c2c-fc09-11eb-8701-0275d4869ef4,,St. Brelade,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"Copper alloy button. Probably die-stamped plano-convex discoid hollow composite uniform button with a drawn wire loop passing into a central hollow on the flat back. The front bears the Royal Arms, and its edges grip a flat back plate. This bears a maker's back stamp, reading: W.TWIGG & CO -  BIRMINGHAM.  Diameter: 24.26mm Thickness: 7.58mm Weight: 5.4g  The general service button began to be issued from 1871 (Wilkinson-Latham (2002,62). The crown above the  Royal Arms predate the 1902 design change to the Imperial Crown, instead bearing the crown of Queen Victoria, dating the coin 1871-1902. The Jersey Militia practiced on Les Blanches Banques in this period.  Ref: Wilkinson-Latham, R., 2002. Discovering British military badges and buttons. Shire Publications.",,Complete,Untreated,,,Diameter: 24.26mm Thickness: 7.58mm Weight: 5.4g,,,,,,,,/files/uploadedfiles/0100479.jpg,,Cast,Copper alloy,Metric,Millimetres/grams,Button,Certain,Les Blanches Banques,,Les Blanches Banques,,0100479,,Other chance find,,Accurate to 1km,"GEOMETRYCOLLECTION (POINT (-2.211111 49.197222), POINT (-2.211111 49.197222))",Found on the surface around Les Blanches Banques,,,Returned to Finder,Stamped
265f5856-25c7-11ec-8701-0275d4869ef4,Postal Address,St. Martin,Parish,Unknown,Post Medieval 1540-1901 CE,"A wrought iron spike of unknown date. The object has a rectangular section, and is heavily corroded.  Possible uses may be a roasting spit or building material. Its method of manufacture suggests a post medieval or earlier date.",,Incomplete,Untreated,,Just below surface,"Length: 340mm, Width: 15.5mm, Weight: 250g.",2021-07-30,,,,,,,/files/uploadedfiles/0700383_-_spike.jpg,Cultivated land,Hand made,Iron,Metric,Millimetres/grams,Unidentified object,,"Gibraltar House, St. Martin",,Gibraltar House,,0700383,,Building work,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.028915 49.219361)),Found during building work at Gibraltar House,,,,
33c17a70-193b-0138-c588-740f24312a1c,,St. Helier,Parish,,,A flint scraper and a polished bone fragment were found in the Grands Vaux area. They may not have been found at the same site or at the same time.  The scraper measures to 3.7cm x 3.3cm x 1.5cm.  The bone fragment measures to 7.2cm x 2.1cm x 0.5cm.,,,,,,Scraper: 3.7cm x 3.3cm x 1.5cm Bone: 7.2cm x 2.1cm x 0.5cm,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flint implement,,,,,,0400816,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.089386 49.203502)),,,,,
4491fa40-22a7-11ec-8701-0275d4869ef4,Postal Address,St. Ouen,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"		Incomplete cast copper alloy small sword or court sword guard (quillon) and pommel of a late post-medieval date (1660-1780), found close to each other and probably of the same sword. 		 		Quillon: The central block of the quillon is oval in side view and sub rectangular in plan. It has a central rectangular slot to house the tang which measures 13.88 x 7.48 at its top and 14.74 x 7.64 at its base. the quillon flares at its base. A complete arm 30.74 in length and 6.15mm in thickness survives in one side, flaring and ending in a circular swirl motif 12.31mm wide. A second incomplete arm, possibly snapped by the plough, remains on the other side. This arm would have curved downwards to create a hand guard, terminating within a slot in the pommel at the base of the handle. 		 		The quillon is heavily decorated in cast relief in a motif resembling peacock feathers or floral design. A central line of small relief circles divides the centre of the decoration, flanked on each side by three alternating incised dividing lines and circular feathered designs. Traces of red and green enamel survives across the surface of the object. 		 		Length: 76.51mm, Width: 12.38mm, Thickness: 17.61mm. 		 		Pommel: A hollow-cast oval form with flaring collared mouth at base and perforated terminal button. Cast feather-like or floral relief decoration appears to show a bird, possibly a peacock, surrounded by leaves. A circular perforation beneath the mouth of the pommel sits to receive the upper end of the separate guard. Possible traces of enamel survive on the surface of the pommel. 		 		Length: 38.70mm, Width: 23.13mm, Mouth Inner Diameter: 6.76mm, Guard Perforation Inner Diameter: 5.20mm, button diameter: 8.87mm.",,Incomplete,Untreated,,4 inches,See description.,2021-08-01,,,,,,,"/files/uploadedfiles/0900420_-_quillon_and_pommel_final.jpg,/files/uploadedfiles/0900420_-_quillon_final.jpg,/files/uploadedfiles/0900420_-_Pommel_final.jpg",Cultivated Land,Cast,Copper alloy,Metric,Millimetres/grams,Sword,Certain,St. Ouen,,St. Ouen,,0900420,,Metal detector,Enamel,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Ouen’; location protected and marked as Jersey Archive. ,,,,
aad72f66-2525-11ec-8701-0275d4869ef4,Field Number,St. Brelade,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A copper alloy eight maravedis coin dating 16 to 17th century, that has been over stamped ""XII"" (twelve). Coins at this time were often worn down and over stamped, allowing them to be recirculated at a different currency.  Obverse description: Extremely worn, no discernible details remain.  Reverse description: Extremely worn, no original discernible details remain. It has been over stamped at a later date ""XII"" (twelve).",,Incomplete,Untreated,,6 inches,"Diameter: 28.3mm, Weight:  5.8g",2021-06-06,,,,,,,/files/uploadedfiles/TEMP.2021.F33_-_XII_COIN.jpg,Cultivated land,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,Certain,St. Brelade,,St. Brelade,,0100492,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Brelade’; location protected and marked as Jersey Archive.,,,,Stamped
0d1192d0-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Left half of an unidentified animal skull.  Dimensions:  Length: 11.7 ? Width: 8.9 ? Thickness: 5.4 ?  *? could be cm,,,,,,,,,,,,,,,,,Animal skeletal material,Metric,Millimetres/grams,Animal bone,,,,,,0300362,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
7b2e49d0-19c2-0138-c5b6-740f24312a1c,Field Number,Trinity,Parish,,,Bronze Axe found in top ploughed layer of the field. ,,,,,,,2019-05-10,,,,,,,,,,Copper alloy,Metric,Millimetres/grams,Axe,,,,,,1200298,,Chance find during metal detecting,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.082125 49.229135)),,,,,
d8c1f964-fc18-11eb-8701-0275d4869ef4,,St. Brelade,Parish,Modern 1901 CE-,Modern 1901 CE-,"A spent fuse of a French Mortier de 81mm Mle1927/1931 (Brandt) mortar bomb. It has been fired and appears to be deformed based on this impact. This fuze would have been screwed into the nose of the projectile, intended to ensure the detonation apon impact.  The 81mm mortar was produced by the French Brandt firm and became a classic design of its era used by almost every military in Europe from the 1930’s and through WW2. Following the fall of France a large number were available to the German forces (the French had some 8000 in service) with a number finding their way to the Channel Islands. Occasionally unexploded ordnance  in the form of these bombs turn up around the coastline in particular and require to be rendered safe (destroyed by detonation). There were a number of different mortar bombs available for use with the mortar – the ones encountered locally tend to be high explosive (HE) bomb weight varying between 3.345 kg (530g explosive) and 6.845 kg (2.4 kg explosive). They had an impressive range of  c.2850 metres.",,Incomplete,Untreated,,Partially visible from surface,"Length: 87mm, width: 33.10mm, weight: 189.7g",2021-05-21,,,,,,,/files/uploadedfiles/0900412_fuse_nose.jpg,Coastland,Cast,Copper alloy,Metric,Millimetres/grams,Mortar bomb,Certain,Les Blanches Banques,,Les Blanches Banques,,0900412,,Other chance find,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.211114 49.197224)),Found somewhere on Les Blanches Banques.,,,Returned to Finder,
770c80f0-1e91-0138-8d70-740f24312a1c,Field Number,St. Ouen,Parish,,,200 pieces including axes and swords.,,,,,,,2002-01-01,,,,,,,,,,Copper alloy,Metric,Millimetres/grams,Hoard,,,,,,0900229,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.209056 49.225604)),,,,,
376bb9d2-163b-11ec-8701-0275d4869ef4,,St. Clement,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A hooked book clasp most closely resembling Howsam type A.3 book clasps, cut from a sheet of copper-alloy. The object is 44.3mm in length and sub-rectangular with a square blunt hook at one end and is flat and squared at the other. The clasp widens into rounded domes at three points along its edge, and flares at its hooked end. The plate has the stumps of 2 rivets at the opposite end  of the hook, though these are not well centralised. No surviving decoration remains on the plate. Circa late 15th to 16th century.",,Incomplete,Untreated,,,"Length: 44.27mm, Width: 18.34mm, Hook Width: 6.35mm, Thickness: 0.92mm, Weight: 2.7g.",2021-08-10,,,,,,,/files/uploadedfiles/temp.2021.f32_-_book_clasp.jpg,,,Copper alloy,Metric,Millimetres/grams,Book clasp,Certain,St. Clement,,St. Clement,,0200224,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.098048 49.183046)),"Findspot known as ""St. Clement"". Location protected and marked as Jersey Archive.",,,,
7a1b9950-19c2-0138-c5ae-740f24312a1c,,St. Mary,Parish,,,Stone rubber - oval stone with flattened end - possible muller.  Dimensions:  Length: 8.95 cm  Width: 7.55 cm  Thickness: 6.20 cm  Brought in by D. P. Langlois.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Rubber,,,,,,0800207,,,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.158981 49.233693)),,,,,
ed3f7cda-fea8-11eb-8701-0275d4869ef4,Offshore Islet,St. Helier,Parish,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,"A complete cast lead throwing die of unknown date (AD 43-1800).  The die is cuboid in shape, with six sides. The die is crudely cast and the sides are unequal. The holes have been drilled in a non-conventional manner and the sides have not been organised in the standard 'seven' system, where the total of the holes on opposing sides add up to seven. 1 is opposite 4, 2 is opposite 5, 3 is opposite 6.  The die is light brown, white and grey in colour. Abrasion, possibly caused by rocks or the sea, has rendered the faces difficult to read.  Dice are frequently found and can be of any date from the Roman period through to the Post Medieval period (AD 43 to AD 1700). It has been suggested that apart from their usual role in games of chance, the clergy may have occasionally used them as they could identify 56 different virtues, one for each of the outcomes created by throwing three dice together, and therefore to help them choose between different courses of action (Egan, 1997, 1).  Egan, G. 1997. Dice. Finds Research Group datasheet 23. Finds Research Group.",,Complete,Untreated,,Under rocks,"Length: 12.8mm, Width: 11.9mm, Corner to corner: 18.61",2021-02-01,,,,,,,/files/uploadedfiles/0401484_.jpg,SSI,Cast,Lead,Metric,Millimetres/grams,Die,Certain,Elizabeth Castle,,Elizabeth Castle,,0401484,,Other chance find,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.124388 49.175944)),,,,Returned to Finder,Incised or engraved or chased
5225faa0-7a6f-0138-ef30-740f24312a1c,,Grouville,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,A flint flake with the remains of the cortex and possible evidence of retouching. ,,Complete,,,Few inches down,21mm x 21mm x 9mm 3.7g,2019-08-01,,,,,,,/files/uploadedfiles/1100126.jpg,Cultivated land,Knapped/flaked,Stone,Metric,Millimetres/grams,Flake,Certain,,,,,1100126,,Chance find during metal detecting,,,GEOMETRYCOLLECTION (POINT (-2.0977 49.182973)),Findspot known as ‘St Saviour’; location protected and marked as Jersey Archive.,,,Returned to Finder,
0a7ade28-14a4-11ec-8701-0275d4869ef4,,St. Clement,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Copper alloy concavo-convex die stamped button of the post-medieval period (1800-1825). This button is single-piece. The button is very worn and abraded.   On the obverse, the button bears a very worn crest consisting of 2 ovals between a unicorn/horse on the left with a Maltese cross at its shoulder, and a lion on the right. Below the crest is a line of floral decoration atop a ribbon with the inscription ""FOR MY KING AND COUNTRY"". Above the crest is a knights helmet between an illegible inscription.  This appears to the be arms of General Sir Colin Halkett (born 7th September 1774, died 24th September 1856), and his wife Letitia Cricket whom married whilst Lieutenant Governor of Jersey. He was appointed to that office in 1821. The general's arms are shown on the dexter surrounded by the circlet of the Military Division of the Most Honourable Order of the Bath. He was appointed a Knight commander in 1815 and advanced a Knight Grand Cross in 1847. His wife's arms are shown sinister oval impaled with those of her husband. The oval is environed with a wreath in order to balance the Bath circlet around her husbands arms. These arms are no longer visible on this button.   John Tunesi of the University of Strathclyde kindly comments:  ""The general's arms may be blazoned as follows: 'Sable three piles argent on a chief gules a lion passant' - the Crest 'A falcon's head erased proper' - the Supporters (dexter) 'A horse gorged with a chaplet of laurel vert therefrom suspended the Peninsula medal inscribed in an escroll beneath 'Vento del poso'' (sinister) 'A lion reguardant gorged with a chaplet of laurel or pendant therefrom the Waterloo medal and ribbon'. The motto over the crest probably reads 'Fides sufficit' [Faith sufficeth]. A secondary motto 'For my king and country' appears below the arms together other insignia. I presume that his wife's arms of Cricket were either 'Vert a cross couped and pierced or on a chief argent three crescents gules' or 'Argent three drakes' heads erased proper'.""  The reverse of the button  bears a very abraded inscription surrounding a fixed loop. Above the loop reads the text ""NUTTI-"".  This very likely said ""J. NUTTING"", for a button maker Joseph Nutting who was active from 1800-1825.  Weight: 7.7g, Diameter: 27.85mm.",,Complete,Untreated,,,"Diameter: 27.85mm, Weight: 7.7g.",2021-08-08,,,,,,,/files/uploadedfiles/temp.2021.f32_-_livery_button.jpg,Cultivated LAnd,Cast,Copper alloy,Metric,Millimetres/grams,Button,Certain,St. Clement,,St. Clement,,0200223,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.098048 49.183046)),Findspot known as ‘St. Clement’; location protected and marked as Jersey Archive.,,,,Stamped
9005f5ac-1146-11ec-8701-0275d4869ef4,Intertidal,St. Martin,Parish,Unknown,Unknown,"A cast, stamped lozenge shaped silver pendant of unknown date affixed to a silver hammered flat cord by a suspension loop.    Each face of the pendant bears the same stamped decoration of a central solar symbol of a circle surrounded by ten radial curved lines. Directly above, below, left and right of this symbol are stamped circular star-like circular motifs consisting of a central circular pellet surrounded by five other pellets. Between these outer star-symbols are four other stamped indents.   The decoration of each face is not identical, the motifs being spaced unevenly. This shows that each symbol was individually stamped by hand.  A hammered flat silver cord passes through the suspension loop of the pendant and each terminal is twisted together. This may have been further attached to a necklace or other piece of jewellery.  It is suggested that it is possibly late-medieval to modern in date. ",,Incomplete,,,16 Inches,"Pendant: Length including loop:  17.33mm, Length clear of loop: 13.01 Width: 11mm  Thickness: 1.42, Wire: Thickness: 1.83mm, Weight: 1.8g.",2021-01-01,,,,,,,/files/uploadedfiles/0700382_-_navy_button.jpg,Intertidal,Cast,Silver,Metric,Millimetres/grams,Pendant,Certain,Gorey Beach,,Gorey Beach,,0700382,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.029113 49.195658)),,,,,Stamped
