ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
95c4308e-a36d-4497-bc0b-6ac35ba33949,0401485,Coin,Probable,"Heavy worn and damaged double denier coin probably of Gaston d'Orleans, 1627-1650. About one-third of this coin has snapped off.",Diameter: 18.5mmWeight: 1.17g,Struck or hammered,Copper alloy,St. Helier,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/02/2021,Intertidal,Other chance find,Incomplete,
96d28e6e-5330-4bd1-8626-fdcaee3de94e,0401501,Chape,Possibly,"An incomplete lead-alloy possible scabbard chape of unknown date.  The object is heavily abraded and flattened, but appears to have once been a single hollow piece. The object is sub-triangular in plan with a straight section. The open end Is broken and flattened. The surface is pitted, light grey in colour with a brownish patina. It is suggested that this item is post-medieval in date.","Length:  31.4mm, Width: 23.1mm, Thickness: 5.30mm, Weight: 14.5g.",Cast,Lead alloy,St. Helier,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,30/05/2021,Coastland,,Incomplete,Returned to Finder
82b50f0b-db5c-4cad-ad1a-ee6c8b3a9eee,0401505,Button,Certain,"Flat die stamped copper-alloy button of the post-medieval period (1800-1810). This button is single-piece. The button is in good condition but the rear loop is broken.The obverse of the item bears a crown atop the relief inscription: ""LOYAL_E.TS"". The reverse of the button bears the makers mark ""I.McGOWAN - KING.ST-SOHO.LONDON"". I. McGowan was active making button in London from 1800-1810. ","Diameter: 20.97mm, Weight: 3.7g",Struck or hammered,Copper alloy,St. Helier,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/02/2021,Cultivated land,Metal detector,Incomplete,
d0e7b031-2fa7-4b74-880d-db351c2dc5f6,0401506,Blade,Certain,Fragment of a struck flint blade which has terminated in a hinge fracture and suffered some damage. Probably a fragment of a much longer blade. Suggested Neolithic - Bronze Age in date.,"Length: 37.21, Width: 27.28, Thickness: 14.67, Weight: 16.8g",Knapped/flaked,Flint,St. Helier,Neolithic 4000-2601 BCE,Bronze Age 2600-701 BCE,01/11/2021,Cultivated land,Chance find during metal detecting,Fragment,Returned to Finder
7b5d33ff-e7c8-4689-801d-91060ac6c1bf,0401507,Figurine,Certain,"An incomplete ceramic moulded figurine or doll of unknown date. The figurine is broken at the waist, with the lower body and legs missing.The object is roughly humanoid in shape, and appears to represent a feminine figure in relief, with prominent face and long hair to the shoulders. The figure wears a possible veil behind the head which continues to the sides of the shoulders. The feint remains of ears either side of the face are visible. Starting from the shoulders, arms travel down the body and curve up sharply, ending with hands together at the chest as if in prayer.  The back of the object bears no remaining decoration, and is convex in shape.The figure is heavily worn and missing much diagnostic detail. The front surface of the object is light orange brown in colour, the back surface is an orange-beige colour, and the core of the surface is a light orange-beige colour.The fabric of the object is hard. It has a rough, porous feel and is marked by erosion and a number of inclusions. Each surface displays moderate oval possible grog fragments <1mm.The surface of the object bears a number of moderate inclusions of mica, limestone and grog (reused pottery). The fabric of the object fracture shows a dark area of what is probably grog, with rare <1mm mica and rare <2mm limestone inclusions. The colours of this area vary from cream, orange, and dark black-purple. The fabric of the pottery appears post-medieval (c.18-20 century) as opposed to examples of Roman ceramic we see in Jersey.The object was probably previously glazed.","Length: 64.63mm, Width: 45.98mm, Thickness: 24.98mm, Weight: 51.8g",Moulded,Ceramic,,Post Medieval 1540-1901 CE,Modern 1901 CE-,Within the last 5-6 years.,Coastland,Other chance find,Incomplete,
491c3094-dd8f-46dd-bf58-616d5c2309f6,0401508,Toy,Certain,"Post-Medieval cast lead-alloy and iron petronel/gun/pistol probably dating c. 1880-1930.. The object consists of two cast halves of a toy pistol handle joined together by rivets, with abraded moulded decoration of grooves outlining its shape filled with transverse lines. Between these grooves sits lozenge shaped cast decoration. The object gradually curves to form the handle. The area where the trigger once was is heavily iron corroded, as is the placement of the hammer.  In front of the hammer is a circular receptacle to take a charge of powder.The form resembles that of toy petronels or cavalry pistols reported from London, where a 17th-century date is suggested (Forsyth and Egan 2005: 97, no. 1.39) and on the England and Wales Portable Antiquity Scheme IOW-8C96AC. Other similar examples have been given a more modern date  SUR-099600 and SWYOR-72AD14 which are a type of toy pistol thought to be of late 19th to early 20th century date and which were manufactured by A. W Gamage between 1880 and 1930 and this later date is suggested for this example.","Length: 55.9mm, Maximum Width: 21.70, Maximum Thickness: 9.23, Weight: 5.5g.",Cast,Lead alloy,St. Helier,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/12/2021,Cultivated land,Metal detector,Fragment,Returned to Finder
50d5ba54-206e-47fb-a69d-0005e3c958fa,0401509,Spoon,Probable,"A probable terminal of a copper-alloy possible apostle spoon of Medieval to Post-Medieval date, c.AD 1500 - 1700. The object is in the form of a forward facing, standing figure, probably once wearing a long robe. The figure appears to be holding an object, unidentifiable due to wear. The object has suffered heavy abrasion overall, removing most diagnostic features. The base of the object is slightly rounded with the worn remains of an integral stem.","Length: 36.67mm, Width: 11.95mm, Thickness: 3.97mm",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/12/2021,Cultivated land,Metal detector,Incomplete,
283ab2cf-539a-47d1-974a-22ef4bfede03,0401514,Rowel spur,,"An incomplete cast copper-alloy rowel spur of Late-Medieval to Early Post-Medieval date. The spur sides are short and bent inwards, the terminals of which were broken off in the past. The outside faces of each arm are heavily abraded, but contains the remains of a central ridge, making them  slightly triangular in cross section. Where the arms meet the neck, a triangular raised ridge acts as the attachment. No other decoration survives on the spur.The neck of the spur is collared at the rear of the arms, curving outwards to be bulbous and roughly globular. The neck curls downwards, integral with a surviving rowel box. The box is slender and is formed by two arms to accommodate the missing rowel. Each arm is D-shaped in cross section, flat on the inner faces and convex on the outer faces. The rowel spur has a mid to dark green patina above patches of exposed reddish colour. Max length: 59.55mm, Width at arms: 37.49, arm thickness: c.4mm Width at neck: 16.00, weight: 48.4g.","Max length: 59.55mm, Width at arms: 37.49mm, Arm thickness: c.4mm, Width at neck: 16.00mm, Weight: 48.4g.",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/12/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
a6b4ae5f-e80e-469f-897c-a0a6af856e33,0401519,Harness ring,Possibly,"A complete cast copper alloy circular sectioned ring of unknown date. Heavy and uneven wear on opposite sides of the ring may indicate use as a strap union or harness fitting. The ring is otherwise undecorated and is very smooth, and has a mid-green patina. Other possibilities may be that of a copper alloy chain link due to beach find spot, though the thinness of the ring (4.40mm at its thinnest) would make this a particularly weak chain.","Max. length: 78.63mm, Max width: 51.23mm, ",Cast,Copper alloy,St. Helier,Unknown,Unknown,01/02/2022,Intertidal,Metal detector,Complete,
b7489759-c3f4-44ab-bf97-1369a66ef3a8,0401520,Finger ring,Certain,"An incomplete worn silver inscribed medieval 'stirrup' finger ring of medieval date, c.12th-15th century.The ring is of stirrup form with a standard hoop (rectangular-shaped in cross section) rising to a triangular bezel at the top, leaving a gap where the gem or glass would have been set measuring 5.41mm x 3.62mm. The bezel is flanked on either side by a dividing line, giving the ring ""shoulders"" (Egan & Pritchard, 2002). The band measures 4.43mm in width and 2.11mm in thickness (or height). Roughly one third of the band of the ring is missing due to old breaks. There is further damage between one broken terminal and the bevel, the break appearing on both the front and back of the ring. This may possibly represent a repair to the ring. Along the upper surface of the band is an incised phrase, which reads '+BE…MEIPO[?]TE'. Much of the inscription is missing, and it is currently unclear what the inscription may have once read. If written in Latin, part of the surviving inscription may have read ""bene"" (truly) and ""mei"" (me).This ring fits with a known group of 'stirrup' finger-rings which gained popularity in the 12th century and remained highly popular for around 300 years (Egan and Pritchard, 1991, 326, no 1608-9). A number of similar rings have been reported on the UK PAS and declared as treasure, WMID-8E567B (2014T789), HAMP-51F929 (2014T544) and BM-C540F0 (2012T320) to name but three of a number of silver examples.The lettering style of the inscription may indicate a similar 14th century date range.References:Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.","Max length: 26.56mm, Max width: 25.31mm, Thickness at shoulders: 5.42mm, Weight: 3.4g.",Cast,Silver,St. Helier,Medieval 934-1539 CE,Medieval 934-1539 CE,22/05/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
d432adc4-d1ac-4b24-9079-63dd6b19b3bd,0401526,Dress hook,Certain,"An incomplete copper alloy dress hook/hooked clasp with inset gemstones, dating to the Post Medieval period (c.AD1500-1600).The copper alloy plate is cast in the form of a trefoil back-plate to which a separate copper alloy rear-facing hook has been soldered on the reverse. Each foil is smooth and otherwise undecorated, with a concavo-convex area in which gems or coloured glass 'stones' are set. The gems are most likely coloured glass due to the internal cracks and chips, though this is uncertain without further specialised analysis. Each gem is hand-cut in an uneven manner, with roughly seven surrounding faces on each side leading to a central flat area.","Max. Length: 12.5mm, Width: 9.98mm, Weight: 0.5g.",Cast,Copper alloy,St. Brelade,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,22/06/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
ea4e4e8a-ad0d-45ac-ba41-012847959241,0401534,Harness pendant,Certain,"A Medieval cast copper alloy horse harness pendant dating to 1300-1400 AD. The pendant is an irregularly shaped lozenge with a circular, drilled suspension loop at one end. Each face of the pendant bears 5 irregular hand struck ring-and-dot decoration, with a ring at each corner surrounding a central struck ring. The long edges of the object are decorated by asymmetrical hand filed notches; five on three sides and four on the shorter side of the object. There are slight signs of red enamelling still visible on each face. The object bears a reddish-brown patina and suffers from moderate bronze disease.","Length: 23.65mm, Width: 17.96mm, Thickness (at suspension loop): 5.44mm, Thickness (clear of suspension loop): 2.67mm, Weight: 4.1g.",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Medieval 934-1539 CE,22/05/2022,Cultivated land,Metal detector,Complete,Returned to Finder
fdf5958a-593a-47da-af80-3e968d1da3d8,0401548,Harness pendant,Certain,"A complete cast copper alloy harness pendant suspension mount with surviving copper alloy harness pendant attached, dating AD 1200 - 1400. The harness mount is an irregular shape in plan, consisting of a rounded oval top that again flares outwards towards its bottom. A cut or pierced square hole received the attached pendant, which is bevelled. Towards the lower sides of the harness mount, each side of the square hole, are breaks that would have held further wings or arms, probably with further holes or rivets to attach to a leather harness. The reverse of the harness mount is mostly flat, save for the top on which projects a rivet for attachment to a harness.The pendant cast copper alloy, and is attached by an integral flat hook, roughly D-shaped in cross section. The pendant itself is roughly a pointed oval in shape, with a cast and bent integral hoop at its top and a rounded projecting 'tongue' at its bottom. The pendant was originally flat, but has been slightly bent inwards. No decoration remains.The obverse of the object has suffered from significant patina removal  post-excavation.Similar examples can be seen in Read (2016), p. 62.References: Read, B. (2016), ""Identifying Metal Artefacts: Volume One"", Essex:Greenlight Publishing. ","Length (entire object): 36.92mm, Width: 10.5mm, Length (pendant only): 27.2mm, Thickness (mount): 7.95mm, Thickness (pendant): 1.4mm, Weight: 3.2g.",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Medieval 934-1539 CE,04/07/2022,,Metal detector,Incomplete,Returned to Finder
de43f982-f3e4-41d7-9329-c00cb57f8b08,0401549,Bell,Possibly,"An incomplete cast copper alloy possible pendant bell of the Medieval to Early Post-Medieval period. Sheet metal half-globular 'bell' with four triangular tabs of sheet metal at its base which fold into one another, creating a saltire cross shaped aperture at the base. This object bears a resemblance to a number of bells or harness pendants of the medieval period, though this object lacks a suspension loop common to those objects (UK PAS: DOR-B37234, SWYOR-CFFCF6, NMS-E2AEC2). Similar examples can be seen in Read (2001), pp. 55, 63. Similar examples can be seen in Read (2001), pp. 55, 63.This object bears a dark green patina with reddish brown spots. References:Read, B. (2016), ""Identifying Metal Artefacts: Volume One"", Essex:Greenlight Publishing. ","Diameter: 8.03mm, Thickness: 6.00mm, Weight: 0.1g.",Hand made,Copper alloy,St. Helier,Medieval 934-1539 CE,Medieval 934-1539 CE,22/05/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
685380aa-3a1d-4cfa-92b9-6b48d4fbb407,0401564,Buckle,Certain,"Cast copper alloy annular buckle of the Medieval period (1200-1400 AD).The brooch is annular in plan with a circular cross section. The frame is constricted in several places creating a segmented appearance. No pin survives.Similar medieval forms of brooch exist in Read (2016, p.155), along with similar examples on the UK Portable Antiquity Scheme (KENT-2AAE38).Annular brooches and  circular-frame buckles are distinguished on the basis that brooches bear a recessed bar to stop pin movement, whilst buckles do not. However, it is noted that this distinction is imperfect and there is some crossover between these objects as multipurpose fasteners (Whitehead 2016, p.16; Egan & Pritchard 2002, p.248).References:Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.Whitehead, R. (2016) ""Buckles 1250-1800"", Witham: Greenlight publishing.","Diameter: 25.29mm, Thickness: 2.15mm, Weight 2.6g.",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Medieval 934-1539 CE,22/05/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
7e3a7556-3d14-4447-bdba-0dd8cb7218ed,0401569,Ingot,Probable,"Lead ingot. Cast plano-convex ingot, made by pouring lead into a bowl-shaped hollow, probably in a sand bed or possibly in the base of a round-bottomed vessel; patinated. Ingots of this form was recorded from a stratified context dated to the 10th century at Beverley Lurk Lane, East Riding of Yorkshire (Foreman, in Armstrong et. al. 1991, page 162, fig. 119 no. 820), though the technique may have been often used when recycling scrap from a larger project. Suggested date: Unknown, anywhere from Medieval to Post-Medieval.",Weight: 118.4,Cast,Lead,St. Helier,Bronze Age 2600-701 BCE,Post Medieval 1540-1901 CE,Unknown - within second half of 2010's,Cultivated land,Metal detector,Complete,
dbf690e6-d4ba-446a-9415-54435486eb91,0401590,Casting waste,Probable,"SJFR180 reads:180a: Crusted metal from possible furnace base. Layered esection visible in places on edges, lowerst level appears to be an iron-rich silt, over which lie pale/bright green copper alloy layers, containing voics and areas of grey decayed tin. Upper surface is largely copper alloy, but with one area of granular tin.180b: Small fragment, perhaps run into a crack in the ground beneath the furnace. Composition as 180a.180c: As 180b.","180a: Length: 70mm, Width: 57mm, Thickness: 25mm, Weight: 160g.180b: Length: 27mm, Width: 18.5mm, Thickness: 11mm, Weight: 15.45g.180c: Length: 29mm, Width: 21mm, Thickness: 10-15mm, Weight: 13.95mm.",Cast,Copper alloy,St. Helier,Bronze Age 2600-701 BCE,Post Medieval 1540-1901 CE,09/12/2018,Cultivated land,Metal detector,,
79a64152-8f40-4553-877a-651d71638d28,0401592,Axehead,Certain,"Cast copper alloy complete flanged axehead (Haches à rebords) of 'Medoc' type II (type Médocain), or Atlantic type with Medoc influence, dating from the transitional Early to Middle Bronze Age (Briard and Verron 1976; Coffyn and Mohen 1968; Roussot-Larroque 1968).The axe begins at a flat, rectangular butt 24.07mm in width, gently flaring out for its entire length before diverging more strongly to produce a slight crescent-shaped cutting edge at a width of 59.03mm. Flanges emerge from the butt of the axe on each face, running almost its entire length save for the cutting edge itself. These flanges measure at a depth of c.10.04mm and c.6.42mm at the thickest point. The butt is uneven and flared, though flat, showing evidence of extensive hammering to its rear. the cutting edge of the blade is still very sharp and complete, except for two chips. Evidence of hammering and sharpening is visible at its edge.The axe is roughly lozenge shaped in profile, with faint but visible casting seams on each side, which appear to have been carefully filed. The axe is undecorated.The surface of the object is slightly abraded and almost entirely unpatinated due to its intertidal findspot, save for some recessed areas. The object is otherwise in very good condition, with clear unrolled edges, and likely sat on a deep surface layer below the sand. The axe most closely resembles those of Medoc type II (or 'medium type'), named after those found in Médoc in Southern France. This type is exemplified by its length, measuring from 140 to 160mm, and flange depth measuring 8mm to 11mm. The axehead does bear some similarity to Atlantic type axeheads, with its flaring cutting edge, but is significantly larger than axes of this type. Briard and Verron (1976, pp.51-52) highlight overlap between Medoc type axes and other forms, such as Atlantic types. This axe may represent some Medoc-Atlantic cross influence.Notes:Though the findspot of the axe was intertidal, it is found squarely in-line with the course of a valley and stream. The land and stream may have continued over the ancient land-surface of the time, and imply a purposeful deposition within a stream or its mouth, a common feature for Bronze Age Finds. References:Briard, J. and Verron, G. 1976. Typologie des objets de l’Âge du Bronze en France, fascicule III: Haches (1). Société Préhistorique Française, Paris.  Coffyn A., Mohen Jean Pierre (1968). La Protohistoire au Musée d'Agen (Lot-et-Garonne). In: Bulletin de la Société préhistorique française. Études et travaux, tome 65, n°3. pp. 757-778Roussot-Larroque Julia (1968). Un dépôt du Bronze moyen en Charente-Maritime. La cachette du Terrier des Ajoncs à Trizay. In: Gallia préhistoire, tome 11, fascicule 2, pp. 260-265;","Length: 143.2mm, Width at cutting edge: 59.03mm, Maximum thickness (at middle): 26.05mm, Maximum depth of flange: c.10.04mm, Weight: 358.5g",Cast,Copper alloy,St. Helier,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,01/01/2019,Intertidal,Metal detector,Complete,
790afcb9-8344-44b8-87c8-71e98b5b7bab,0401594,Brooch,Certain,"Incomplete cast lead-alloy disc brooch of the Early Medieval period (c.900-1100 AD). The object is a sub-circular flat disc brooch with central setting for glass imitation stone, surrounded by an illegible raised legend. Encircling the legend are two pelleted borders before the edge of the object. The rear of the object is flat and bears two remaining loops, though the pin is now missing. The pin construction style consists of one C-shaped loop, and one C-shaped hook, corresponding with Weech type A form (Weech 2014, p.63).Disc brooches of this type are firmly Middle to Late Early Medieval in date, though exact dating is difficult without added archaeological context. Brooches in general become much less common post-11th century. Disc brooches were common is Northwestern Europe, particularly around the North Sea region, including Britain, France, Germany, the Netherlands and Scandinavia (Weech 2014; Bos 2007/8). This brooch corresponds closely to a large group of pewter brooches discovered in an 11th century hoard in Cheapside, London, known as Weech Type 23. (Weech 2014, p.351-2). The object bears a heavily abraded legend, likely a 'pseudo-legend', or garbled imitation letters that are relatively common on brooches of this type. This may have been in imitation of contemporary coin styles, of which many 'nummular' disc brooches are derived. The brooch is heavily abraded with wear on the edges, though in otherwise good condition.Class: DiscSub class: Weech Type 23.This object was found near HER 0401596, another Early Medieval disc brooch.References:Bos, J.M. (2007/2008) ""Medieval Brooches from the Dutch Province of Freisland (Frisia): A Regional Perspective on the Wijnaldum Brooches"", Paleohistoria 49/50, pp.709-793.Weech, R. (2014) ""Brooches in Late Anglo-Saxon England within a North West European context: A study of social identities between the eighth and eleventh centuries"", Reading:University of Reading.","Diameter: 25.2mm, Thickness (without lugs): 1.97mm, Thickness (with lugs): 6.56mm, Setting inner diameter: 7.26mm Weight: 4.6g",Cast,Tin or tin alloy,St. Helier,Early Medieval 450-933 CE,Early Medieval 450-933 CE,01/06/2022,Intertidal,Metal detector,Incomplete,
71ff992c-30d0-46a4-9087-c7e9190758ec,0401596,Disc brooch,Certain,"Incomplete cast lead alloy disc brooch of the Late Early Medieval to Medieval period (c.900-1150 AD) . The object is a circular disc brooch with central domed boss, which is decorated with a protruding central pellet and surrounded by six cast moulded wavy lines. Surrounding the boss are three  concentric beaded circles, which are likely imitation filigree (Weech 2014). Within these circles are various forms of decoration. The decoration within first border surrounding the boss is heavily abraded, though some C-shaped scroll and pellet decoration survives. The second border contains small, diagonal transverse lines. The third border contains much larger interconnecting C-shaped scrolls.  The rear of the object is predominantly flat, with the area to the rear of the boss is slightly concave, though not perfectly so. The incomplete remains of the pin construction are visible on opposite sides, though their condition does not allow for the identification of the construction type. The rear is otherwise undecorated.Disc brooches of this type are firmly Middle to Late Early Medieval in date, though exact dating is difficult without added archaeological context. Brooches in general become much less common post-11th century. Disc brooches were common is Northwestern Europe, particularly around the North Sea region, including Britain, France, Germany, the Netherlands and Scandinavia (Weech 2014; Bos 2007/8). This brooch can be identified as a Weech Type 14 'Domed disc brooch', which are common finds in England and continental Northwestern Europe, where they are dated based on excavated examples to the tenth century (Wamers 1994a: 100-104). A find from Coppergate, York further gives a date of the 10th century (Weech 2014, vol ii no. 533), along with excavated continental examples (Frick 1992/3: 322). An example with similar features from excavations in Guildhall Yard, London, is dated AD 1050-1150 (Weech 2014, vol i p. 355; Weech 2014, vol ii p.156 no.525; Bowsher et al. 2007: 448).The brooch is heavily abraded with wear on the edges, though in otherwise good condition.Class: DiscSub class: Weech Type 14.This object was found near HER 0401594, another Early Medieval disc brooch.References:Bos, J. M. (2007/8). Medieval Brooches from the Dutch Province of Friesland (Frisia): A Regional Perspective on the Wijnaldum Brooches. Part 2: Disc Brooches. Palaeohistoria, 49/50, 709-794.Bowsher, D., Dyson, T., Holder, N. & Howell, I. (2007). The London Guildhall: An Archaeological History of a Neighbourhood from Early Medieval to Modern Times (London, Museum of London Archaeology Service).Frick, H.-J. (1992/3). Karolingisch-Ottonische Scheibenfibeln Des NordlichenFonnenkreises.Offa, 49/50,243-463.Weech, R. (2014) ""Brooches in Late Anglo-Saxon England within a North West European context: A study of social identities between the eighth and eleventh centuries"", Reading:University of Reading.""","Diameter: 21mm, Weight: 3.6g.",Cast,Lead alloy,St. Helier,Early Medieval 450-933 CE,Medieval 934-1539 CE,01/06/2022,Intertidal,Metal detector,Incomplete,
2ea8e6f9-dce3-497c-8ce8-815e5efc23a9,0401602,Buckle,Certain,"Cast copper-alloy Medieval to Post-Medieval double loop oval buckle, dated c.1350-1650AD. Slightly bevelled interior and convex on each side. The object is irregular and crude in form. some black lacquer survives on its surface.A small split is on one loop and the pin is missing, but the object is otherwise complete.References:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing (p.52-53).","Length: 24.02nn, Width: 16.22mm, Weight: 3.00g.",Cast,Copper alloy,St. Helier,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,Post-2015,Cultivated land,Metal detector,Complete,
fb3e4293-b7f3-4de7-bd6f-0d8c3f07011e,0401612,Axehead,Certain,"Neolithic axehead made of polished porphyritic dolerite. The axehead flares from its butt with asymmetric curved sides, to a curved edge. The axehead is moderately abraded, with some small chips and scarring on its surface. The axehead appears to have been resharpened, showing its use as a tool. The axehead is oval in section.This axehead was previously published in the Societe Jersiaise Annual Bulletin (2014, p. 260).References: Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31-2. 258-71.","Length: 69.05mm, Width (at edge): 46.07mm, Thickness: 22.55mm, Weight: 107.3g",Ground/polished,Stone		,St. Helier,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,01/01/1968,Cultivated land,Unknown,Complete,Donated to SJ
d8f6b1e8-aedb-4d75-8d39-e749e6537a5a,0401629,Blade,Certain,"A complete flint blade of Mesolithic to Neolithic date. The object is roughly an elongated leaf shape, flaring out at its midpoint and before narrowing to an acute point.  The object is a shallow triangle in section. The proximal and distal ends are undamaged, and edges show signs of reworking. The object retains no cortex, and is a light grey in colour with orange patches. A small fossil lies in the centre of the ventral face of the object. This object was briefly mentioned in Waterhouse (2014, p.260) and said to be found at the same time as the the following Neolithic axehead (0401612).References:Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31-2. 258-71.","Length: 64.56mm, Width: 23.64mm, Thickness: 6.17mm, Weight: 9.6g",Knapped/flaked,Flint,St. Helier,Mesolithic 10000-4001 BCE,Neolithic 4000-2601 BCE,01/01/1968,Cultivated land,Agricultural or drainage work,Complete,Donated to SJ
a49f2d77-5125-44e3-be4f-f876d70f03ab,0401636,Pin,Certain,"A Post-Medieval silver hollow-cast spherical head for a pin, possibly a hat or dress pin which dates to circa 16th century AD. Both hemispheres have four large circles of twisted wire filigree. Each large circle contains four medium twisted filigree circles (not all complete) surrounding a knop. Between each large circle are smaller twisted filigree circles surrounding a knop. In the centre of the top hemisphere are four small incomplete twisted filigree circles with a missing centrepiece. At the top and base of both hemispheres there are knops between the large circles. Several knops are missing from the decoration. The hemispheres are divided by a very worn double raised border which may have been a twisted wire filigree.The broken pin shaft measures 2mm in diameter and 1mm in length. The head measures 17mm in diameter. Total weight is 5.2g.Similar examples have been recorded in Jersey: 0800237, 1100267, 0900406, and similar examples have been recorded on the UK Portable Antiquities Scheme, such as LVPL-2B1698.","Diameter: 20.36mm, Weight: 7.2g",Cast,Silver,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,10/06/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
82d9db96-747b-460b-b896-2f5278a83c62,0500281,Dirk,Certain,"Two cast copper-alloy dirk or rapier fragments of probably Late Bronze Age date (1150-950 BC).The dirk is broken into two heavily abraded fragments. The longer fragment includes an abraded but angular hilt plate, each shoulder curving down into the remainder of two notches or incomplete rivet holes. The notches  then angle outward sharply again into an incomplete hilt, possibly cut by a plough. From the shoulders of the hilt plate, the blade tapers before meeting another diagonal break caused by modern ploughing.  The blade is lenticular in cross-section.The second fragment appears to continue the taper of the first, and bears the same lenticular cross section. At its wider end it is broken diagonally, and was probably the same fragment broken from the first. The thinner end of the fragment is broken horizontally. This fragment is more extensively damaged by the plough, bent at its centre with two ploughing scars on one face.This object appears to correspond with those highlighted in Briard & Mohen (1983, pp. 43-44), identified with Rosnoen group objects of the Late Bronze Age (Final Bronze I & II).References:Briard, J. & Mohen, J. (1983) ""Poignards, Hallebardes, Pointes de Lance, Pointed de Fleche, Armement Defensif - Typologies des objets de l'âge du Bronze en France"", Paris. ","Larger fragment: Weight: 72.4g, Length: 88.8mm, width at shoulders:  29.8mm, Max. thickness: 8.1mm.Damaged fragment:  Weight: 30.1g, Length: 66.24mm, Max. Width: 18.85mm, Max. thickness: 5.71mm.",Cast,Copper alloy,,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,03/01/2003,Cultivated land,,Incomplete,
