ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
46a7f0b0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. </p>
<p>Nicolle, S. 2016. What's Your Street's Story?: Sion. [Unpublished talk]</p>",,,,,,,,Listed building,Government of Jersey,JN0008,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3); Plans (F/E/S1/1) </p>",,,"Macpela Cemetery, La Grande Route de St. Jean",,500008,GEOMETRYCOLLECTION (POINT (-2.113753 49.22091)),,Macpela Cemetery,
46b129c0-116c-0138-914a-740f24312a1c,Field Number,St. John,Parish,,,,,,,,,,,,,<p>1.  Jersey Archive</p>,,<p>1. Treasure Survey (L/A/06/H/3)</p>,Megalithic,,"Upright Stones, La Route du Mont Mado (Fields J887, J890)",,500009,GEOMETRYCOLLECTION (POINT (-2.119174 49.244429)),,Upright Stones,
46a7faa0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0010,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Le Maison Chesnel, La Rue du Temple",,500010,GEOMETRYCOLLECTION (POINT (-2.138287 49.245864)),,Le Maison Chesnel,
46a80470-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0011,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Maison de L'Etocquet, La Rue de L'Étocquet",,500011,GEOMETRYCOLLECTION (POINT (-2.144884 49.247683)),,Maison de L'Etocquet,
46a810b0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0012,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"La Maison du Havre, Les Nouvelles Charrières",,500012,GEOMETRYCOLLECTION (POINT (-2.121918 49.251251)),,La Maison du Havre,
46a81c30-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0013,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Archive</p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Treasure Survey (L/A/06/H/3); Plans (L/A/06/A/340, L/A/06/A/9)</p>",Richmond Map,,"La Maison de St. Jean, La Route de St. Jean",,500013,GEOMETRYCOLLECTION (POINT (-2.148685 49.24604)),,La Maison de St. Jean,
46a827f0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0014,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Maitland, La Grande Route de St. Jean",,500014,GEOMETRYCOLLECTION (POINT (-2.114025 49.226081)),,Maitland,
46a832e0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0015,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Malta House, La Route du Mont Mado",,500015,GEOMETRYCOLLECTION (POINT (-2.122344 49.24457)),,Malta House,
46a83e70-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0016,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Capelles, La Rue de la Mare Ballam",,500016,GEOMETRYCOLLECTION (POINT (-2.136377 49.238076)),,Les Capelles,
46a849a0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0017,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive </p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3) </p><p>3. Photographs (SJPA/008668-71)</p>",,,"La Mare Ballam, La Rue de la Mare Ballam",,500017,GEOMETRYCOLLECTION (POINT (-2.137816 49.239628)),,La Mare Ballam,
46a855c0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>Miles, D. & Worthington, M. 1997. List 82: General List, Oxford Dendrochronology Laboratory. Vernacular Architecture, 28, 165-8. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0018,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3) </p><p>3. Sites and Monuments Database</p>",Richmond Map,,"Le Marinel, Les Chenolles",,500018,GEOMETRYCOLLECTION (POINT (-2.132118 49.239253)),,Le Marinel,
46a86030-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0019,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Caesarea Lodge, La Rue de la Mare Ballam",,500019,GEOMETRYCOLLECTION (POINT (-2.136967 49.244993)),,Caesarea Lodge,
46a86b50-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0020,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Meadowside, La Rue de la Ville Guyon",,500020,GEOMETRYCOLLECTION (POINT (-2.134049 49.250023)),,Meadowside,
46a87680-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0021,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Le Bourg, Les Charrières de Bonne Nuit",,500021,GEOMETRYCOLLECTION (POINT (-2.125442 49.249419)),,Le Bourg,
46a881c0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018) </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,JN0022,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Meadow View, La Route du Nord",,500022,GEOMETRYCOLLECTION (POINT (-2.134105 49.249912)),,Meadow View,
46a88e00-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Quintaine, R. 2014. What's Your Street's Story?: St John's Village. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0023/JN0096,,<p>1.  Société Jersiaise </p><p>2.  Environment Department </p><p>3.  Jersey Archive</p>,,<p>1. Sites and Monuments Database </p><p>2. Listing photographs </p><p>3. Treasure Survey (L/A/06/H/3)</p>,,,"Melbourne House, La Rue de la Mare Ballam",,500023,GEOMETRYCOLLECTION (POINT (-2.136295 49.24414)),,Melbourne House,
46a89ad0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0024,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Beau Regard, La Rue ès Nonnes",,500024,GEOMETRYCOLLECTION (POINT (-2.13007 49.250484)),,Beau Regard,
46a8a6a0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0025,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Acacia House, La Rue de la Mare Ballam ",,500025,GEOMETRYCOLLECTION (POINT (-2.136296 49.242972)),,Acacia House,
46a8b180-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0026,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Anchor Lodge, La Rue de la Mare Ballam ",,500026,GEOMETRYCOLLECTION (POINT (-2.137225 49.245266)),,Anchor Lodge,
46a8bbe0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",,,,,,,,Listed building,Government of Jersey,JN0027,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Les Arches, La Rue du Bechet es Cats",,500027,GEOMETRYCOLLECTION (POINT (-2.111728 49.244394)),,Les Arches,
46a8c6e0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0028,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs,Historic Environment Resurvey</p>",Richmond Map,,"Mont Mado House, La Ruette de la Carrière",,500028,GEOMETRYCOLLECTION (POINT (-2.12733 49.246965)),,Mont Mado House,
46a8d490-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Ahier, P. & Ashworth, W.S. 1979. The Historical Hotels and Inns of Jersey. Ashton & Denton Publishing Co. (C.I.) Ltd., Newport. </p>
<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0029,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Archive </p><p>4.  Société Jersiaise Photographic Archive</p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Treasure Survey (L/A/06/H/3) </p><p>4. Photographs (SJPA/004959-60)</p>",Richmond Map,,"Le Nord (L'Auberge du Nord), La Route du Nord",,500029,GEOMETRYCOLLECTION (POINT (-2.138379 49.249912)),,Le Nord (L'Auberge du Nord),
46a8dfa0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0030,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Beauchamp, La Grande Route de St. Jean",,500030,GEOMETRYCOLLECTION (POINT (-2.113839 49.223099)),,Beauchamp,
46a8eaa0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,JN0031,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Mont Mado Farm, La Route de Mont Mado ",,500031,GEOMETRYCOLLECTION (POINT (-2.123995 49.244977)),,Mont Mado Farm,
46a8f680-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0032,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Archive</p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Beau Pré, La Grande Route de St. Jean ",,500032,GEOMETRYCOLLECTION (POINT (-2.115124 49.231577)),,Beau Pré,
46a901f0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0033,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"La Mottée, La Rue du Muet",,500033,GEOMETRYCOLLECTION (POINT (-2.150272 49.239912)),,La Mottée,
46a90c60-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0034,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Le Mourier, La Rue de L'Étocquet",,500034,GEOMETRYCOLLECTION (POINT (-2.148465 49.250048)),,Le Mourier,
46a916e0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,JN0035,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Beau Regard, La Grande Route de St. Jean ",,500035,GEOMETRYCOLLECTION (POINT (-2.111375 49.23827)),,Beau Regard,
46a92120-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018) ",,,,,,,,Listed building,Government of Jersey,JN0036,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Noirmont View, La Grande Route de St. Jean ",,500036,GEOMETRYCOLLECTION (POINT (-2.114828 49.21841)),,Noirmont View,
46a92b30-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0037,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Norwood Court, La Rue Militaire",,500037,GEOMETRYCOLLECTION (POINT (-2.123467 49.239383)),,Norwood Court,
46a93610-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0038,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",,,"Les Noyers, Les Chenolles",,500038,GEOMETRYCOLLECTION (POINT (-2.125459 49.237265)),,Les Noyers,
46a94270-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,JN0039,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Broadlands, La Grande Route de St. Jean",,500039,GEOMETRYCOLLECTION (POINT (-2.114652 49.22626)),,Broadlands,
46a94e10-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0040,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Oakdene, La Rue de l'Église",,500040,GEOMETRYCOLLECTION (POINT (-2.130489 49.247209)),,Oakdene,
46a95a20-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0041,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Archive</p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Oak Farm, La Rue de Sorel",,500041,GEOMETRYCOLLECTION (POINT (-2.154346 49.254163)),,Oak Farm,
46a965c0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0042,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive </p><p>4.  Jersey Heritage Social History collection </p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3); Plans (D/AL/A6/38(C6)); Correspondence (D/AP/V/30) </p><p>3. Photographs (Sample of collection: SJPA/00093, SJPA/001561, SJPA/003781, SJPA/019900) </p><p>4. Postcards (Sample of collection: JERSM/2001/00656/012, JERSM/2001/00656/028, JERSM/2001/00656/046, JHTO/0000/00016/1109) </p>",German Occupation,,"Bonne Nuit Harbour, Les Charrières de Bonne Nuit ",,500042,GEOMETRYCOLLECTION (POINT (-2.120617 49.251851)),,Bonne Nuit Harbour,
46a974e0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0043,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Oakleigh, La Rue Gombrette",,500043,GEOMETRYCOLLECTION (POINT (-2.14084 49.244664)),,Oakleigh,
46a97fb0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,Listed building,Government of Jersey,JN0044,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs,Â Historic Environment Resurvey</p>",,,"Oldham, La Route du Mont Mado",,500044,GEOMETRYCOLLECTION (POINT (-2.125398 49.245387)),,Oldham,
46a98a50-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,JN0045,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Ormes, La Rue de la Chêsnaie",,500045,GEOMETRYCOLLECTION (POINT (-2.1131175 49.228357)),,Les Ormes,
46a99450-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,,,,,,,,,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"La Paix, La Route du Mont Mado",,500046,GEOMETRYCOLLECTION (POINT (-2.116963 49.240497)),,La Paix,
46a9a040-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Quintaine, R. 2014. What's Your Street's Story?: St John's Village. [Unpublished talk]",,,,,,,,Listed building,Government of Jersey,JN0047,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Treasure Survey (L/A/06/H/3); Plans (L/A/06/A/402) </p><p>3. Photograph (SJPA/033191)</p>",,,"Parish Hall, La Rue de la Mare Ballam",,500047,GEOMETRYCOLLECTION (POINT (-2.138557 49.245374)),,Parish Hall,
46a9aa20-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0048,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking card</p>",Richmond Map,,"La Patience, La Route du Mont Mado",,500048,GEOMETRYCOLLECTION (POINT (-2.12129 49.24401)),,La Patience,
46a9b450-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,JN0049,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Penryn Farm, La Rue du Bechet es Cats",,500049,GEOMETRYCOLLECTION (POINT (-2.11169 49.244872)),,Penryn Farm,
46a9bff0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018) </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,JN0050,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Archive</p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Treasure Survey (L/A/06/H/3)</p>",Richmond Map,,"Le Petit Câtelet, La Route de St. Jean",,500050,GEOMETRYCOLLECTION (POINT (-2.152598 49.242391)),,Le Petit Câtelet,
2f119d80-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,,,,,Listed building,Government of Jersey,PE0201,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"La Croix, Le Mont Fallu",,1000201,GEOMETRYCOLLECTION (POINT (-2.173325 49.209052)),,La Croix,
46a9cad0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>
",,,,,,,,Listed building,Government of Jersey,JN0051,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Le Petit Mourier, La Rue du Sorel",,500051,GEOMETRYCOLLECTION (POINT (-2.156237 49.250887)),,Le Petit Mourier,
46a9d430-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,,,,Listed building,Government of Jersey,JN0052,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Petits Camps, Le Chemin de Herupe",,500052,GEOMETRYCOLLECTION (POINT (-2.116575 49.231469)),,Les Petits Camps,
