ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
0d10f5b0-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Half of a statuette that may be Hercules or Mercury.,,,,,,,,,,,,R Miles,,,,,Copper alloy,Metric,Millimetres/grams,Statuette,,,,,,0300340,,Metal detector,,,,,,,,
d80a988e-c6e6-4736-83aa-fd0027aece09,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Medieval 934-1539 CE,"A corroded cast copper alloy casting jet or ""gate"" with a flattened skewed conical shape with two sprue projections near the tip. The surfaces are textured with striations from cooling melt. This type of object is the result of casting into a mould and represents waste where molten bronze solidifies at the entrance of the mould around the gate and the casting channel/channels.Casting waste is difficult to date, and can potentially be prehistoric to post Medieval.",,Fragment,,,,"Length: 27.64mm, Diameter at Base: c. 24.70mm, Weight: 30.1g",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Casting waste,Probable,,,,,100516,,Metal detector,,,,,,,,
791be4c0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Small orange pottery flask with pointed base and flattened side.  Dimensions:  Length: 11.45 cm Width: 5.85 cm  Thickness 5.45 cm  Brought in by J.R. Phelps,,,,,,,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Flask,,,,,,0200163,,,,,,,,,,
640e87da-317f-11ec-8701-0275d4869ef4,Field Number,St. Ouen,Parish,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,"A complete silver stater of the Armorican Coriosolites (Coriosolitae) Series Y, Class III, Group L or M, c.1st century BCE (Hooker 2002, p.49). The coin is well worn, particularly on the obverse. 		 Obverse:  Well worn head facing right. Eye and ghost of head still visible.  Reverse:  Horse/pony facing right. Each of the forelegs terminates in a bead at the top: one bead is set at the base of the shoulder ridge. The head of the ""driver"" is still slightly visible, the tail is almost worn away. A ""Union Jack"" like symbol can be seen to the right of the horse. A representation of a boar is below the horse.  References: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress. (p.49).",,Complete,,,,"Weight: 4.0g, Diameter: 20.6mm ",2021-08-01,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'name': u'0900427 - coriosolite coin.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0900427_-_coriosolite_coin.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'lastModified': 1633961473699,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ad053ed3-30fd-4345-83f9-d494b03b4800',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'file_id': u'd0b14bc4-3180-11ec-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/ u'size': 3041090}]",Cultivated land,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,St. Ouen,,St. Ouen,,0900427,,Metal detector,,,,,,,,Stamped
0597a432-0f35-4a5f-9b9b-5cbc20a53206,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Cast copper alloy sword handle fragment of an Artlantic leaf-shaped sword of the Carp's Tongue Complex of late Bronze Age date (c. 1000-800 BCE) (Coffyn et al 1981, pp. 83-4). This type corresponds with Ewart Park-type swords in Britain.The fragment consists of most of the handle, with slight ribs running down its edges. Two holes (approximately 3.82mm in dia.) and the remains of a third travel down the centre of the handle, representing a 'tripartite tounge'. The sides of the handle gently curve to a wide flared end. The broken end is irregular but patinated, suggesting an old break. The object bears a dark to mid green patina.This sword handle is firmly of the Carp's Tongue metalworking tradition in the Late Bronze Age, common in Western Europe during the late 9th-8th centuries BCE.References:Coffyn, A., Gomez, J., Mohen, J.P. (1981) ""L'apogee du Bronze Atlantique: Le Depot de Venat"", Paris: Picard. St Peters house",,Incomplete,,,,"Length: 65.25, Witdth (at bottom): 32.61, Width (at break): 22.53mm, Thickness: 5.4, Perforation/Hole Diameter: 3.82mm, Weight: 34.8g.",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Sword,Certain,,,,,100517,,Metal detector,,,,,,,,
40ea7a82-7efe-43b2-bbb4-cf0ac9f5f31e,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A fragment of a copper alloy sword blade of Late Bronze Age date (c.1600 – 750 BCE).A short section of sub-rectangular blade survives with a convex mid-rib on either face, flanked by a pair of vertical grooves. Either side of the mid-rib, the blades thickness gradually tapers towards what would have been a cutting edge. Both cutting edges are worn and incomplete and the breaks are worn and abraded. The fragment is lenticular in cross section.The fragment has a patchy green patina.",,Fragment,,,,"Length: 40.98mm, Width: 24.02, Thickness:  7.07mm, Weight: 24.8g.",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Blade,Certain,,,,,100518,,Metal detector,,,,,,,,Incised or engraved or chased
84fc8008-6740-42b4-972f-c4910f2f579a,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A fragment of a copper alloy sword blade of Late Bronze Age date (c.1600 – 750 BCE).A short section of sub-rectangular blade survives with a mid-rib on either face, flanked by a pair of vertical grooves. These grooves travel diagonally inwards and almost meet, implying this would have been near the tip of the sword. Either side of the mid-rib, the blade thickness gradually tapers towards what would have been a cutting edge. Both cutting edges are worn and incomplete and the breaks are worn and abraded. The fragment is lenticular in cross section. The fragment has a patchy light to mid green patina.",,Fragment,,,,"Length: 25.37mm, Width: 18.75mm, Thickness: 7.51mm, Weight: 11.8g. ",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Blade,Certain,,,,,100519,,Metal detector,,,,,,,,Incised or engraved or chased
cca30c0f-38bb-4fc6-89b7-09ce0726bdef,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Cast copper alloy probable blade fragment of Bronze Age date (2600-701 BCE).The object is sub-trapezoidal in plan. One end of the object is flat, with one side straight and meeting at a right angle, with the other side curving to a rounded end. The object is lenticular in cross section. This object may be a fragment of a knife blade or razor.",,Fragment,,,,"Length: 35.54mm, Width (at break): 31.14mm, Thickness: 6.45mm, Weight: 23.3g.",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Blade,Certain,,,,,100520,,Metal detector,,,,,,,,
5bc48cfc-499d-469b-a80b-50cb91f4effb,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Incomplete cast copper alloy axe head of the probable Late to Middle Bronze Age (c.1600 – 750 BCE).The axehead is missing much of its diagnostic features, consisting only of a complete curved edge and small fragment of the body, with a diagonal old break at its butt. A casting fault or smaller break intrudes on the body, but does not represent the end of a socket due to size.This object may be the end of a 'Famille des Haches a Aileron' (Winged Axes), and may correspond with 'Type Sans Epaulements' (Shoulderless subtypes) such as those found in Depot de La Cour, Gausson (Briard 1976, p.17). However, the lack of further features makes this identification uncertain.References:Briard, J. & Verron, G. (1976) Typologies des Objets de L'age du Bronze en France, Fascicule III: Haches (2). Paris.",,Fragment,,,,"Length (break to edge): 37.54mm, Width (at edge): 42.32mm, Break: 29.45mm x 17.02mm, Weight: 69.5g.",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Axehead,Certain,,,,,100521,,Metal detector,,,,,,,,
ec63b23e-f6e4-4e14-910f-98b9899a7c62,,St. Brelade,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"A complete copper alloy seal matrix of Medieval date (AD 1200-1300). The object is of conical type with a flat circular die and single perforated lug.The obverse (die) of the object has a central incised design consisting 'lamb and staff' motif, also known as the Agnus Dei or Lamb and Flag. The lamb stands to the left with curled horns and T-shaped staff to the rear. The motif is surrounded by a moderately abraded inscription in retrograde, within an inner circular border. The inscription starts at twelve o'clock and runs retrograde (anti-clockwise) around the matrix. The inscription reads +S'PETRIBAGOT[C]DI (Seal of Peter Bagot [C]DI). The Last three letters may have referred to the Diocèse de Coutances, the diocese in control of the islands churches throughout much of the Medieval period.The reverse of the matrix is conical and bears a collared perforated lug.Seals of this style that predominated throughout the thirteenth century, with the inscription simply naming the owner. This group of relatively simple non-heraldic designs and crude personal inscriptions belong to the 13th- century (Harvey and McGuinness 1996. 79-80).Inscription: ++S'PETRIBAGOT[C]DI[...]Ref: Harvey, P.D.A. & McGuiness, A. (1996) A Guide to British Medieval Seals. Toronto: University of Toronto Press",,Complete,,,,"Die diameter: 19.67mm, Length: 20.82mm, Weight: 9.4g",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Seal matrix,Certain,,,,,100522,,Metal detector,,,,,,,,Incised or engraved or chased
53d7f788-ff6a-45c9-8b2e-c1634273aca4,,St. Brelade,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"Incomplete cast copper alloy harness fitting of Medieval date (c. 1200-1400 AD).The mount is cruciform in plan, with three complete equally sized arms and one shorter incomplete arm. At the end of each complete arm is a hole and decorative knop. The incomplete arm was likely always shorter, with the remains of a small perforation surviving that would have suspended a now lost pendant. The front face of the object is bevelled with simple moulded decoration, and the back of the object is flat and undecorated. Such suspension mounts were presumably fitted where two straps met at right angles (Clark 1995, p.69). A similar excavated example is illustrated and discussed in Clark (1995, p.69).References:Clark, J. (1995), The Medieval Horse and Its Equipment: Medieval Finds from Excavation in London c.1150-c.1450, London; Museum of London.",,Incomplete,,,,"Length: 51.15mm, Width: 39.80mm, Thickness: 4.91mm, Weight: 11.7g.",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Harness mount,Certain,,,,,100523,,Metal detector,,,,,,,,
7c9f4a3f-9a47-4c4c-946f-e2102eece9e7,,St. Martin,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"A Medieval gold Ecu d'Or au Soleil of Francis I of France (1515-47).  5th type, 3rd issue (21 July 1519). Mint probably Lyon (partial clover mintmark). Crowned shield of France on the obverse and a triple stranded cross fleuretty on the reverse with an F in two of the angles.Obverse inscription: + FRANCISCVS DEI GRA: FRANCORVM REX.Reverse inscription: + XPS: VINCIT XPS. REGNAT. XPS: IMPERAT.Duplessey no.: 775.References:Duplessy (1999), Les monnaies francÌ§aises royales : de Hugues Capet aÌ€ Louis XVI (987-1793), Maison Platt; Paris.",,Incomplete,,,,"Diameter: 24mm, Weight: 2.7g.",19/03/2022,,,,,,,,Intertidal,Struck or hammered,Gold,Metric,Millimetres/grams,Coin,Certain,,,,,100524,,Metal detector,,,,,,,,
335c5da3-02f2-4c87-951d-2c642daac6ed,,St. Brelade,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A complete probably Post-Medieval gold finger-ring. The hoop of the ring consists of a flat golden backing soldered together, covered by filigree knotwork that runs the entire length of the band. The filigree consists of two sets of four golden cables, each made from two separate wires twisted together. The groups of cable are plaited, and appear to be soldered to the solid backing. Over the solder of the ring sites a rounded heart-shaped bezel, cut from a sheet of gold. The ring appears handmade in form. Filigree appears as a jewellery making technique from the Roman period to modern times. No precise parallel can be found for this example, though spirals of coiled wirework appear commonly in the 18-19th centuries. It is suggested that this finger-ring dates to the 18th-19th century, and may represent a piece of craft jewellery, though a potential earlier date cannot be ruled out. Notes:This object was recorded via photograph and through dimensions kindly supplied by the finder by email.    ",,,,,,"Diameter: 24.95mm, Weight: 3.6g",20/03/2022,,,,,,,,Intertidal,Hand made,Gold,Metric,Millimetres/grams,Finger ring,Certain,,,,,100525,,Metal detector,,,,,,,,Multiple
a7001789-348b-4feb-a667-9ac55c239316,,St. Brelade,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"Complete cast golden ring of probable Post-Medieval date.  The ring bears a concavo-convex sexfoil rounded rectangular bezel, upon which is hand stamped various forms of decoration. A complete bevelled hoop, undulating from triangular  to flat in section, connects at each side of the bezel flanked by two rough crescent shapes. The bezel is incised with a number of curving irregular lines, organised horizontally in various groups to split the face at various intervals. One group of three incised lines decorate one edge of the bezel, whilst pairs of two incised lines make up three of the decorative divisions. The centre of the ring bears only one incised line, that continues for a short portion of the hoop on each side.   At each top edge of the bezel, above the first dividing lines and within each foil, are hand-stamped sun-shapes. One sun shape sits within each foil, totalling three on each edge. The next division on each edge bears more sun shapes from the same stamp, organised irregularly, and follow the curving of the incised lines. One division bears eight sun-shapes and the other bears nine. The centre of the bezel, at each side of the single dividing incised lines, is marked by irregularly stamped cross or ""x-shapes"", one side with seven and one side with eight.  At each end of the stamped cross motifs, sit five stamped sun-shapes that continue slightly around the band of the ring. The object appears to have been stamped after the incised lines were made.The band of the ring is bevelled, undulating at regular intervals to a lozenge-shaped flat surface, upon which is stamped with a sun shape. The bezel is not typical of Roman or Late Medieval to Post-Medieval signet rings, as it is convex and bears no heraldic or iconographic design. The large irregular bezel and bevelled band suggests a date between the Medieval to Post-Medieval period, c. AD 1500-1800.Notes:This object was recorded via photograph and through dimensions kindly supplied by the finder by email.    ",,Complete,,,,"Diameter: 22mm, Weight: 2.46g.",02/04/2022,,,,,,,,Intertidal,Cast,Gold,Metric,Millimetres/grams,Finger ring,Certain,,,,,100526,,Metal detector,,,,,,,,Stamped
98e76818-0c74-4ef3-8f58-1dbeb8b58f2a,,St. Brelade,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Extremely worn copper alloy Roman sestertius coin, dating 1st-3rd century AD. The outline of a deeply struck bust exists on the obverse, possibly with long hair tied up in a bun. A faint struck figure can be seen on the reverse, though no identifiable details remain.If a bun hairstyle exists on the bust, it may suggest a coin of the Antonine dynasty (AD 138-AD 161).The surface is abraded by sand and almost entirely stripped of patina.",,Incomplete,,,6 inches,"Diameter: 32.16mm, Thickness: 3.24mm, Weight: 17.4g.",10/05/2022,,,,,,,,Cultivated land,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,Certain,,,,,100527,,Metal detector,,,,,,,,
3f8aa515-f7fc-4b43-a254-668c2fd85e22,,St. Brelade,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"Extremely worn Medieval to Post-Medieval hammered silver coin,possibly a 1/2 Patard of the Low Countries or France,  dating from the 15th-17th century. The obverse of the coin bears an unclear motif that resembles an ""R"", surrounded by a pelleted border and unclear legend. The reverse of the coin bears a small unclear symbol within a cross fleuretty. The legend is illegible and almost entirely removed by wear.This coin is difficult to identify as much of the diagnostic features are missing. It is suggested that this is a 15th-17th century 1/2 Patard of the low countries or France.  ",,Incomplete,,,4 inches,"Diameter: 18mm, Weight: 0.4g ",02/08/2022,,,,,,,,Cultivated land,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,,,,,100528,,Metal detector,,,,,,,,
bdee10c5-be89-4260-ab5c-5b10c938d31c,,St. Brelade,,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Copper alloy crude contemporary copy of a Claudius I as (41-54AD). The obverse bears a left facing poorly defined bare head, with worn probable imitation lettering above.The reverse bears a right facing Minerva holding shield and javelin, flanked to the left by a large backwards S and a possible malformed C to the right, under the shield. The coin may have been cast as many copies are, but heavy abrasion to its edges removes any evidence of a mould ridge.Contemporary copies of Roman coins in this period are relatively common, and are often smaller and lighter than their official counterparts. They are often given away by their crude inscriptions and designs.Reece period 2.",,Incomplete,,,3 inches,"Length: 22.32mm, Width: 21.41mm, Weight: 3.6g.",06/09/2022,,,,,,,,Cultivated land,Struck or hammered,Copper alloy,,,Coin (contemporary imitation),Certain,,,,,100529,,Metal detector,,,,,,,,
42698e5f-e67a-47ef-8a2e-82638d0f583c,,St. Brelade,,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,A Post Medieval cast copper alloy iconographic or signet finger-ring of the late 14th-15th centuries.  Circular hoop with hexagonal bezel bearing an image of a mother and infant (Virgin and Child) in its centre. Type: iconographic.,,Complete,,,3 inches,"Diameter: 23.18mm, Bezel: 10.09mm x 13.50mm, Weight: 4.6g",06/09/2022,,,,,,,,Cultivated land,Cast,Copper alloy,,,Signet ring,Certain,,,,,100530,,Metal detector,,,,,,,,
500d75bd-aa69-47f5-a45f-f36800148e98,,St. Brelade,,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Cast copper alloy Post Medieval buckle (c.1660-1720). Sub annular shoe or knee buckle with drilled frame for separate spindle. The buckle is curved, and decorated on its convex face with incised lines. Bibliography:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing (p.98).",,Incomplete,,,3 inches,"Length: 21.78mm, Width: 19.02mm, Thickness: 4.50, Weight: 2.5g",06/09/2022,,,,,,,,Cultivated land,Cast,Copper alloy,,,Buckle,Certain,,,,,100531,,Metal detector,,,,,,,,Incised or engraved or chased
791bcd80-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Utilised flint pebble - water worn flint pebble with signs of working. Found 200 yards from high tide level. Illustrated in J. Sinel 'Prehistoric Times & Men of the Channel Islands' Plate II 1914.  Dimensions:  Length: 7.05 cm  Width: 5.60 cm  Thickness: 2.85 cm  Brought in by Sinel. ,,,,,,"Length: 7.05 cm , Width: 5.60 cm , Thickness: 2.85 cm ",Pre 1913-05,,,,,,,,,Knapped/flaked,Flint,Metric,Millimetres/grams,Flint implement,,,,,,200149,,,,,,,,,,
791bfb60-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,Blade end fragment found in 1858 made of porphyritic ophitic dolerite.  Dimensions:  Length: 6.75 cm  Width: 5.25 cm  Thickness 2.50 cm  Brought in by Mlle. Richard.  Discovered at Samares Wood. ,,,,,,"Length: 6.75 cm 
Width: 5.25 cm 
Thickness 2.50 cm ",1858-01-01,,,,,,,,,Ground/polished,Stone,Metric,Millimetres/grams,Axehead,,,,,,200167,,,,,,,,,,
4a06f140-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,,,,,,,,,,,,,,,,,,,Metric,Millimetres/grams,Spindle whorl,,,,,,0300338,,,,,,,,,,
898bac40-1e6a-0138-8d58-740f24312a1c,,St. Clement,Parish,Palaeolithic 500000-10001 BCE,Palaeolithic 500000-10001 BCE,Bi-faced hand axe - finely worked flint. Marked as 'au plein crete est de l'isle).  Dimensions: Length: 7.70 cm  Width: 6.65 cm  Thickness: 2.60 cm,,,,,,"Length: 7.70 cm 
Width: 6.65 cm 
Thickness: 2.60 cm ",Pre 1892-06,,,,,,,,,Knapped/flaked,Stone,Metric,Millimetres/grams,Axehead,,,,,,200168,,,,,,,,,,
791c21b0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Palaeolithic 500000-10001 BCE,Palaeolithic 500000-10001 BCE,Pointed leaf shaped stone fragment - possibly a spearhead.  Dimensions:  Length: 7.20 cm   Width: 5.05 cm  Thickness: 1.60 cm  Brought in by Stanley Guiton.,,,,,,"Length: 7.20 cm  
Width: 5.05 cm 
Thickness: 1.60 cm ",Pre 1918,,,,,,,,,Knapped/flaked,Stone,Metric,Millimetres/grams,Implement,,,,,,200175,,,,,,,,,,
791c2ae0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,Polished chert axe - a square edged rectangular axe with bevelled end.  Dimensions:  Length: 8.90 cm  Width: 5.55 cm  Thickness: 2.80 cm ,,Incomplete,,,,"Length: 8.90 cm 
Width: 5.55 cm 
Thickness: 2.80 cm ",,,,,,,,,,Ground/polished,Stone,Metric,Millimetres/grams,Axehead,,,,,,200176,,,,,,,,,,
791c3870-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Flint nodule - a very large nodule damaged through beach action.  Dimensions:  Length: 12.35 cm  Width: 10.70 cm  Thickness: 8.30 cm  Brought in by Rybot.,,,,,Intertidal,"Length: 12.35 cm 
Width: 10.70 cm 
Thickness: 8.30 cm ",Pre 1913-08-26,,,,,,,,,,Flint,Metric,Millimetres/grams,Flint implement,,,,,,200178,,,,,,,,,,
a95a4ba0-1e9a-0138-8d78-740f24312a1c,,Trinity,Parish,,,Oblong quartzite stone with signs of working. Measurements:  Length: 4.65 cm  Width: 2.25 cm  Thickness: 1.05 cm  Part of the Watson Collection.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Lithic implement,,,,,,1200294,,,,,,,,,,
791c4670-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Modern 1901 CE-,Modern 1901 CE-,"A 20th century copper alloy decoration of the Cutty Sark, with traces of red and white paint. Possibly from a coal scuttle or fire guard. There are several plough scars and the item is slightly bent. The condition is fair.  ",,,,,Cultivated land,"86mm x 52mm x 23mm, Weight: 77.79g",,,,,,,,,,Cast,Copper alloy,Metric,Millimetres/grams,Fire guard,,,,,,200180,,Metal detector,,,,,,,,
fb5ebae0-1e88-0138-8d69-740f24312a1c,,St. Lawrence,Parish,,,Long triangular shaped axe with bevelled end made of Porphyritic Ophitic Dolerite.  Dimensions:  Length: 14.20 cm  Width: 5.30 cm  Thickness: 2.75 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0600295,,,,,,,,,,
791c4f20-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Bronze Age 2600-701 BCE,Post Medieval 1540-1901 CE,"A brown quartzite whetstone, trapezoid in plan and profile, with an oval cross section. There are two flattened, smooth polishing surfaces. The stone has been used to sharpen blades, possibly of metal and then latterly used as a hammer, with damage to both ends. There are several plough scares on each surface. The condition is fair.  ",,,,,,"95mm x 35mm x 20mm, Weight: 78.82g",,,,,,,,,,Ground/polished,Stone,Metric,Millimetres/grams,Whetstone,,,,,,200181,,Chance find during metal detecting,,,,,,,,
7a1baee0-19c2-0138-c5ae-740f24312a1c,,St. Mary,Parish,,,Stone rubber with an indentation. It has a smooth surface and may have been used as an anvil or fire stone. ,,,,,,,,,,,,PG ,,,,,Stone,Metric,Millimetres/grams,Rubber,,,,,,0800213,,,,,,,,,,
a304d032-f5f4-11eb-8701-0275d4869ef4,,St. Clement,Parish,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,"Societe Jersiaise Finds Records (SJFR75) states: 

A copper alloy nail cleaning tool made of a shaft with a flattened, birfurcated end, and a spherical terminal on the other end. The shaft is round in cross section. The tool has a dark green patina on the surface with some brown colouring in patches or erosion. It has an area of wear under the ball terminal indicating a string or wire was attached here. There is a notch on the shaft near the upper end and slight bend towards the lower end.

Nail cleaners of this type are typically considered to be Roman in dating, but this style of cosmetic article continues in use until the Post Medieval period, and this item is in particularly good condition, suggesting it could be more recent in date.",,Incomplete,,,,"87mm long, 7.5mm diameter ball head, 4mm shaft diameter. 

Weight: 8.51g",22/07/2017,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Nail cleaner,Probable,,,,,200182,,Metal detector,,,,,,,,
791c6240-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,"Dimensions: Bowl: 26mm diameter, 35mm high. Stem: 7mm diameter (fractured)  Weight: 18.4g A clay pipe of possible Dutch origin, with the bowl moulded in the style of an acorn and a decorative design of bark and leaves down the stem. Has a small, forward projecting spur under the bowl. In poor condition with surface erosion and barnacles, stem is fractured. ",,,,,,,,,,,,,,,,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),,,,,,200183,,,,,,,,,,
791c8190-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Greek and Roman Provincial 700 BCE-297 CE,Greek and Roman Provincial 700 BCE-297 CE,"Silver Greek tetradrachm coin.

Obverse: Head of Persephone wearing a corn wreath, earring and necklace with 4 dolphins. 

Reverse: large horse head with palm tree behind. Inscription illegible but probably Phoenician. 

Date: between 410 and 310 BC.",,,,,,Unrecorded,27/02/1982,,,,,,,,Cultivated land,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,,,,,200188,,Metal detector,,,,,,,,
791c8ae0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,Gallo-Roman 51 BCE-451 CE,,Roman coin.  Severus Alexander Denarius,,,,,,"34mm, width: 20mm, thickness: 10mm, weight: 10.7g.",01/08/1992,,,,,,,,,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,,,,,,200189,,Metal detector,,,,,,,,
0d11c250-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Square sided rectangular axe with bevelled end (No. 232) made of igneous rock SG 3.0 Dimensions:  Length: 8.40 cm  Width: 4.10 cm Thickness: 2.30 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300368,,,,,,,,,,
52256180-7a6f-0138-ef30-740f24312a1c,,St. Clement,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,A flint core. Dark grey in colour with white flecks. A large amount of the cortex remains which is grey in places. It is sea worn. ,,Complete,,,Surface,41mm x 38mm x 35mm  62.4g,01/01/2019,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0200203.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0200203.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1581957749994,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'height': 2411,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/54311f4c-4bf8-4e2f-b0c9-b4719a401bb6',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'width': 4724,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'411908da-9f50-11ea-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 279271}]",Intertidal,Knapped/flaked,Stone,Metric,Millimetres/grams,Core,Certain,,,,,200203,,Other chance find,,,,,,,,
