ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type
2f141960-1168-0138-9138-740f24312a1c,Guide Post (East) ,,,,,,Postal Address,,St. Peter,PE0131,Parish,"Guide Post (East) , La Route du Carrefour à Cendre",,,1000131,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.181277 49.233331)),,1. Government of Jersey,2018-08-28,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04d781a0-149c-0138-c574-740f24312a1c,63,,,,,,Postal Address,,St. Helier,HE1721,Parish,"63, St Saviour's Road",,,0401721,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.097615 49.186254)),,1. Government of Jersey,2019-10-28,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Leerson, M. 2015. What's Your Street's Story?: St Saviour’s Road [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
50840dc0-116c-0138-9150-740f24312a1c,Corbiere Lithic Scatter,,,,,,Field Number,,St. Brelade,BR0362,Parish,"Corbiere Lithic Scatter, Field B427",,,0100362,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.236405 49.181784)),,1. Government of Jersey 2. Société Jersiaise 3. Jersey Heritage Archaeology collection,2019-07-26,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Artefacts (A/0003475, A/0004710-1, A/0005137, A/0005968)",
04db1e40-149c-0138-c574-740f24312a1c,21,,,,,,Postal Address,,St. Helier,HE1934,Parish,"21, Clearview Street",,,0401934,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105842 49.190768)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2019-11-04,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (SJPA/000393, SJPA/000398)",
04daec90-149c-0138-c574-740f24312a1c,Post Box No 18,,,,,,Postal Address,,St. Helier,HE1928,Parish,"Post Box No 18, La Pouquelaye",,,0401928,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.107861 49.195608)),,1. Government of Jersey,2019-11-04,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
f1738970-1168-0138-9141-740f24312a1c,La Vieille Maison,,,,,Richmond Map,Postal Address,,St. Mary ,MY0055,Parish,"La Vieille Maison, La Rue de Maupertuis",,,0800055,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.161459 49.246322)),,1. Government of Jersey,2020-12-03,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham, 760-761. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04b6e2a0-149c-0138-c574-740f24312a1c,43,,,,,,Postal Address,,St. Helier,HE0716,Parish,"43, Stopford Road",,,0400716,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.100147 49.189611)),,1. Government of Jersey ,2019-09-06,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
2f0c2b00-1168-0138-9138-740f24312a1c,Les Niemes Lodge,,,,,,Postal Address,,St. Peter,,Parish,"Les Niemes Lodge, La Grande Route de St Pierre",,,1000021,,,,GEOMETRYCOLLECTION (POINT (-2.186949 49.21798)),,1. Government of Jersey,2018-08-23,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 31.07.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,"1. Listing photographs, Historic Environment Resurvey",
fcaa66c0-149c-0138-c577-740f24312a1c,Post Box No.117,,,,,,Postal Address,,St. Ouen,OU0109,Parish,"Post Box No.117, La Route de Vinchelez",,,0900090,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.217583 49.246191)),,1. Government of Jersey,2018-12-18,"Orbasli, A., Houston, N. & Stray, J. 2013. Listing historic post boxes in Jersey. Unpublished report for Jersey Heritage. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
79f84890-19c2-0138-c5ad-740f24312a1c,Coin,,,,,,Field Number,,St. Martin,,Parish,,,,0700364,,,,,,1. Société Jersiaise,2020-07-06,,,,"1. Fieldwalking card, Sites and Monuments Database",
27d5a048-866f-11eb-8701-0275d4869ef4,West Centre,,,,,,Postal Address,,St. Helier,,Parish,West Centre,,,0401348,,,,GEOMETRYCOLLECTION (POINT (-2.102425 49.185025)),,,,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,
b38a88d0-149f-0138-c57a-740f24312a1c,Meadow Farm,,,,,Richmond Map,Postal Address,,Trinity,TR0202,Parish,"Meadow Farm, La Vielle Charrière",,,1200202,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.087145 49.240278)),,1. Government of Jersey,2018-05-18,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 09.04.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.   McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04a88850-149c-0138-c574-740f24312a1c,11,,,,,,Postal Address,,St. Helier,HE0326,Parish,"11, Midvale Road",,,0400326,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104734 49.191524)),,1. Government of Jersey ,2019-08-23,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
2f0e9fc0-1168-0138-9138-740f24312a1c,Fairfield Cottage,,,,,,Postal Address,,St. Peter,PE0090,Parish,"Fairfield Cottage, La Petite Rue d'Elyseé",,,1000090,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.184254 49.227494)),,1. Government of Jersey,2018-08-24,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
2f0e7800-1168-0138-9138-740f24312a1c,St. Anastase,,,,,"Richmond Map,Place of Worship",Postal Address,,St. Peter,PE0085,Parish,"St. Anastase, Le Mont de St Anastase",,,1000085,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.168279 49.219527)),,1. Government of Jersey 2. Société Jersiaise,2018-08-24,"Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Nicolle, S. 2016. St Peter's Valley. In: Romeril, L., et al. What’s Your Street’s Story?: Part Two. Jersey Heritage Trust, Jersey, 121-133. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
96908534-866f-11eb-8701-0275d4869ef4,18 Hillary Street,,,,,,Postal Address,,St. Helier,,Parish,18 Hillary Street,,,0401349,,,,GEOMETRYCOLLECTION (POINT (-2.101714 49.184734)),,,,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,
507683d0-116c-0138-9150-740f24312a1c,Le Bocage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0007,Parish,"Le Bocage, La Rue du Bocage",,,0100007,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.177638 49.190715)),,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive 4. Jersey Heritage Art collection 5. Société Jersiaise Photographic Archive,2019-07-23,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Report (L/A/06/F/23) 4. Drawings (SJA/0000/02471, SJA/0000/02474, SJA/0000/02476) 5. Photographs (SJPA/001153, SJPA/001914, SJPA/002832)",
fcb17f10-149c-0138-c577-740f24312a1c,Artefact Scatter Area,,,,,,Field Number,,St. Ouen,,Parish,"Artefact Scatter Area, Field O6",,,0900349,,,,GEOMETRYCOLLECTION (POINT (-2.234087 49.254398)),,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,2019-01-18,,,,"1. Fieldwalking card, Sites and Monuments Database 2. Artefacts (A/0003515)",
04ada4a0-149c-0138-c574-740f24312a1c,59,,,,,,Postal Address,,St. Helier,HE0469,Parish,"59, Stopford Road",,,0400469,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.09932 49.189725)),,1. Government of Jersey ,2019-08-29,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
064550a0-116c-0138-9144-740f24312a1c,La Palloterie ,,,,,Richmond Map,Postal Address,,St. Martin,MN0249,Parish,"La Palloterie , La Rue de la Palloterie",,,0700249,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.049004 49.225592)),,1. Government of Jersey,2020-03-06,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust,  Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04c57ce0-149c-0138-c574-740f24312a1c,5,,,,,,Postal Address,,St. Helier,HE1142,Parish,"5, Kensington Place",,,0401142,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.11258 49.188581)),,1. Government of Jersey ,2019-10-01,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
2f11c520-1168-0138-9138-740f24312a1c,Tesson Mill,,,,,Mill,Postal Address,,St. Peter,PE0205,Parish,"Tesson Mill, La Rue du Moulin de Tesson",,,1000205,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.156209 49.204961)),,1. Government of Jersey 2. Société Jersiaise 3. Société Jersiaise Photographic Archive 4. Jersey Heritage Social History collection  5. National Trust for Jersey collection  6. Jersey Heritage Art collection  7. Jersey Archive,2018-08-29,"Aubin, C.N. 1998. Le Moulin de Tesson. Archaeological Survey Report for the Building Heritage Sub-Committee; Planning & Environment Committee: October 1998. [Unpublished report] Aubin, C.N. (n.d.). Le Moulin de Tesson. Archaeological Excavation & Survey. (Interim Report No 3 1999) [Unpublished report] Aubin, C.N. 2001. Le Moulin de Tesson. Archaeological Excavation & Survey. (Interim Report No 4 2000) [Unpublished report] Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Knocker, G.S. 1934. Some Jersey Water Mills And Their Machinery. Annual Bulletin of the Société Jersiaise, 12, 257-260. Knocker, G.S. 1960. Supplementary notes on Water Mills in Jersey. Annual Bulletin of the Société Jersiaise, 17, 331-334. Nicolle, S. 2013. What's Your Street's Story?: St Peter's Valley. [Unpublished talk] Nicolle, S. 2016. St Peter's Valley. In: Romeril, L., et al. What’s Your Street’s Story?: Part Two. Jersey Heritage Trust, Jersey, 121-133. Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Photographs (sample of collection: SJPA/012075-9) 4. Postcard (JERSM/2004/00087/1015)  5. Scales (NTFJ/0000/00479/000)  6. Painting (SJA/0000/00489), Print (SJA/0000/01207) 7. Plans (D/AL/A2/760) ",
04d27e60-149c-0138-c574-740f24312a1c,Site of Allied Prisoners of War Camp ,,,,,German Occupation,Postal Address,,St. Helier,HE1557,Parish,"Site of Allied Prisoners of War Camp , South Hill",,,0401557,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.107118 49.177198)),,1. Government of Jersey,2019-10-22,"Nicolle, S. 2013. What's Your Street's Story?: Pier Road [Unpublished talk] Nicolle, S. 2014. Pier Road. In: Romeril, L., et al. What’s Your Street’s Story? Jersey Heritage Trust, Jersey, 25-33.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
298c9d60-1168-0138-9135-740f24312a1c,Mannamead,,,,,,Postal Address,,St. Saviour,SA0042,Parish,"Mannamead, La Route du Fort",,,1100042,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.096563 49.179002)),,1. Government of Jersey,2020-01-04,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
