ResourceID,Administrative Subdivision Type,External Identifier Type,End Date of Existence,Place Description,End Date Type,Description Type,Place Address,Activity Type,Spatial Coordinates Geometry,Address Type,Keyword,Name Type,Administrative Subdivision Name,Description,To Date,Start Date Type,Name,Primary Reference Number,From Date,Geometry Qualifier,Start Date of Existence,External Source,External XRef,Cadastral Reference
04843cd0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1823', Commercial Buildings",,GEOMETRYCOLLECTION (POINT (-2.109119 49.179977)),Postal Address,,,St. Helier,,,,Datestone '1823',400168,,,,,,
04845750-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Elizabeth Cottage, Elizabeth Lane",,GEOMETRYCOLLECTION (POINT (-2.111518 49.18977)),Postal Address,,,St. Helier,,,,Site of Elizabeth Cottage,400169,,,,,,
04841930-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of West Park Pavilion, St Aubin's Road",,GEOMETRYCOLLECTION (POINT (-2.117606 49.188757)),Postal Address,,,St. Helier,,,,Site of West Park Pavilion,400182,,,,,,
04842270-149c-0138-c573-740f24312a1c,Parish,,,,,,"13, Broad Street",,GEOMETRYCOLLECTION (POINT (-2.107809 49.184183)),Postal Address,Richmond Map,,St. Helier,,,,13,400183,,,,,,
04842b80-149c-0138-c573-740f24312a1c,Parish,,,,,,"11, Caledonia Place",,GEOMETRYCOLLECTION (POINT (-2.107715 49.181911)),Postal Address,,,St. Helier,,,,11,400195,,,,,,
044e5cd0-149c-0138-c573-740f24312a1c,Parish,,,,,Building Survey (architectural),"Site of 6 & 7 , Dumaresq Street",Building Survey (architectural),GEOMETRYCOLLECTION (POINT (-2.108912 49.185455)),Postal Address,Richmond Map,,St. Helier,A standing building survey was undertaken for 6 and 7 Dumaresq Street and the outbuildings to the rear of 8 Dumaresq Street by Fell and Smith for MS Planning. ,2015,,Site of 6 & 7 ,400208,2015,,,,,
048434a0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Castle House, Castle Street",,GEOMETRYCOLLECTION (POINT (-2.110021 49.184874)),Postal Address,,,St. Helier,,,,Site of Castle House,400209,,,,,,
04844600-149c-0138-c573-740f24312a1c,Parish,,,,,,"31, Broad Street",,GEOMETRYCOLLECTION (POINT (-2.108496 49.18463)),Postal Address,Richmond Map,,St. Helier,,,,31,400212,,,,,,
044e7690-149c-0138-c573-740f24312a1c,Parish,,,,,,"Gloster Vaults, Gloucester Street",,GEOMETRYCOLLECTION (POINT (-2.113085 49.186495)),Postal Address,,,St. Helier,,,,Gloster Vaults,400219,,,,,,
044e8170-149c-0138-c573-740f24312a1c,Parish,,,,,,"21, Gloucester Street",,GEOMETRYCOLLECTION (POINT (-2.112489 49.186753)),Postal Address,,,St. Helier,,,,21,400223,,,,,,
04844e90-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1753', The Parade",,GEOMETRYCOLLECTION (POINT (-2.110854 49.187216)),Postal Address,,,St. Helier,,,,Datestone '1753',400226,,,,,,
044d3cd0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Building Survey (structural),"28, Halkett Place",Building Survey (structural),GEOMETRYCOLLECTION (POINT (-2.104599 49.184508)),Postal Address,,,St. Helier,Hartigan was commissioned by Jersey Mututal to investigate water ingress in the roofs at the property.,,,28,400241,,,,Government of Jersey,HE0241,
044da930-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Building Survey (structural),"81, Halkett Place",Building Survey (structural),GEOMETRYCOLLECTION (POINT (-2.104493 49.186326)),Postal Address,,,St. Helier,An investigation was undertaken by Hartigan due to signs of failure in the ceiling above the Billiard Room seen in May 2017.,2017,,81,400252,2017,,,Government of Jersey,HE0252,
04845f80-149c-0138-c573-740f24312a1c,Parish,,,,,,"34, Providence Street",,GEOMETRYCOLLECTION (POINT (-2.100865 49.186516)),Postal Address,,,St. Helier,,,,34,400268,,,,,,
044e6bf0-149c-0138-c573-740f24312a1c,Parish,,,,,Building Survey (architectural),"Site of 12 & 14 , Hilgrove Street",Building Survey (architectural),GEOMETRYCOLLECTION (POINT (-2.103859 49.184424)),Postal Address,,,St. Helier,A standing building survey was undertaken by TSA Associates in May 2011 and April 2012 to serve as a record of the site prior to its redevelopment. This was updated by Tim Skudder Architects in May 2014 prior to the demolition of the site.,May-14,,Site of 12 & 14 ,400269,May-11,,,,,
04883d80-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Site of 12 & 14 , Hilgrove Street",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.103859 49.184424)),Postal Address,,,St. Helier,Absolute Archaeology was comissioned by TS Associates on behalf of Trump Holdings Ltd. to undertake an archaeological evaluation of the plots of 12-14 Hilgrove Street. Four pits were opened. The results revealed truncated pre-19th century structures preserved under the concrete floor of 12 Hilgrove Street along with the 19th century culvert of Le Grand Douet River. There were truncated standing structures also preserved at the rear of 14 Hilgrove Street. Behind 12 Halkett Street there was also evidence of building activity. Absolute Archaeology recommended further archaeological investigations due to the high level of preservation and the survival of standing structures.  ,Feb-12,,Site of 12 & 14 ,400269.1,Feb-12,,,,,
04846950-149c-0138-c573-740f24312a1c,Parish,,,,,Borehole Survey,"Site of Randall's Brewery, Clare Street",Borehole Survey,GEOMETRYCOLLECTION (POINT (-2.10871 49.188521)),Postal Address,,,St. Helier,Amplus Ltd were commissioned by Simkin-Edwards to undertake a geological investigation of the site in Clare Street. The investigation included four boreholes.,12/12/2001,,Site of Randall's Brewery,400270,29/11/2001,,,,,
04847330-149c-0138-c573-740f24312a1c,Parish,,,,,Borehole Survey,"Site of Chelsea & Angleterre Hotels, Gloucester Street",Borehole Survey,GEOMETRYCOLLECTION (POINT (-2.111557 49.187093)),Postal Address,,,St. Helier,Amplus Ltd were commissioned by Dandara Ltd to undertake a geological investigation of the site in Gloucester Street. The investigation included four boreholes and one dynamic probe. ,Mar-02,,Site of Chelsea & Angleterre Hotels,400298,Mar-02,,,,,
04886fa0-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Site of Chelsea & Angleterre Hotels, Gloucester Street",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.111557 49.187093)),Postal Address,,,St. Helier,"Museum of London Archaeology was commissioned by Dandara Ltd to undertake a watching brief for 7 trial pits. The earliest evidence of human activity in the pits as represented by domestic rubbish dating to late 18th century and later being discarded on the sand dunes. Wind blow sand, probably sand dunes, was found in the pits. Other remains uncovered include a gravel path in trial pit 5 and a clay floor in trial pit 2, which represents an earlier structure on top of the sand (late 18th-early 19th century). No significant archaeological deposits were recorded. ",10/07/2002,,Site of Chelsea & Angleterre Hotels,400298.1,09/07/2002,,,,,
04887780-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Site of Chelsea & Angleterre Hotels, Gloucester Street",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.111557 49.187093)),Postal Address,,,St. Helier,"Museum of London Archaeology was commissioned by Dandara Ltd to undertake a watching brief for 3 trial pits. Wind blow sand, probably sand dunes, was found in the pits. The Town Brook was located on the western edge of the site enclosed in a granite and brick culvert dating to early 19th century. No significant archaeological deposits were recorded. ",Jan-03,,Site of Chelsea & Angleterre Hotels,400298.2,Jan-03,,,,,
048883c0-149c-0138-c573-740f24312a1c,Parish,,,,,Building Survey (archaeological & architectural),"Site of Chelsea & Angleterre Hotels, Gloucester Street",Building Survey (archaeological & architectural),GEOMETRYCOLLECTION (POINT (-2.111557 49.187093)),Postal Address,,,St. Helier,A standing building survey was undertaken by Museum of London Archaeology commissioned by Dandara Ltd. ,Feb-03,,Site of Chelsea & Angleterre Hotels,400298.3,Jan-03,,,,,
044fb160-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Building Survey (architectural),"15-17 , King Street",Building Survey (architectural),GEOMETRYCOLLECTION (POINT (-2.105742 49.184184)),Postal Address,,,St. Helier,A standing building assessment was undertaken by Museum of London Archaeology commissioned by Axis Mason Ltd. ,02/09/2004,,15-17 ,400302,01/09/2004,,,Government of Jersey,HE0302,
04884d60-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Archaeological Evaluation,"15-17 , King Street",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.105742 49.184184)),Postal Address,,,St. Helier,An archaeological evaluation was undertaken by Museum of London Archaeology commissioned by Renoufs Ltd. Two evaluation trenches and 12 test pits were excavated. The evaluation trenches resulted in a considerable amount of archaeological survival being discovered and the recorded deposits included occupation layers in between wind blow sand deposits and structural remains. The majority of the archaeological deposits were dated to Early Medieval/Medieval. Therefore there would be a high impact on the archaeology due to the redevelopment of the site ,,,15-17 ,400302.1, ,,,Government of Jersey,HE0302,
04885680-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Archaeological Excavation,"15-17 , King Street",Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.105742 49.184184)),Postal Address,,,St. Helier,"An archaeological excavation was undertaken by Museum of London Archaeology. One excavation trench was opened in the northeast of the site. This trench produced two archaeological features - a linear feature and rubbish pit. The pit was oval in plan and contained pottery fragments dating 8th-10th centuries. A well structure was also excavated and was constructed with rounded and angular granite fragments. An early-wall foundation was also recorded - a semi-circular construction of rounded granite fragments. Sealing the structures was a dark possible occupation layer, dated to 13th century based on the pottery uncovered. A layer of windblown sands below the floor slab dated to 13th-14th century again due to the pottery found. ",13/07/2007,,15-17 ,400302.2,09/07/2007,,,Government of Jersey,HE0302,
04885ee0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Building Survey (archaeological & architectural),"15-17 , King Street",Building Survey (archaeological & architectural),GEOMETRYCOLLECTION (POINT (-2.105742 49.184184)),Postal Address,,,St. Helier,A standing building survey was undertaken by Museum of London Archaeology commissioned by Renoufs Ltd. ,,,15-17 ,400302.3,,,,Government of Jersey,HE0302,
04847c60-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Synagogue (no.100) , Halkett Place",,GEOMETRYCOLLECTION (POINT (-2.103996 49.186819)),Postal Address,Place of Worship,,St. Helier,,,,Site of Synagogue (no.100) ,400306,,,,,,
048485d0-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Excavation,"Site of Eagle Tavern, Lemprière Street",Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.108183 49.18757)),Postal Address,,,St. Helier,Absolute Archaeology was comissioned by MS Planning Ltd. on behalf of Regal Developments Ltd. to investigate the area beneath the Eagle Tavern for archaeological remains. Four test pits were opened and all provided evidence of post AD 1750 layered deposits and test pit 3 revealed a mortared wall. ,Oct-08,,Site of Eagle Tavern,400313,Oct-08,,,,,
04848f30-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Tekel Lodge, Le Mont Cochon",,GEOMETRYCOLLECTION (POINT (-2.128905 49.196516)),Postal Address,,,St. Helier,,,,Site of Tekel Lodge,400337,,,,,,
04849810-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Langford, Le Mont Millais",,GEOMETRYCOLLECTION (POINT (-2.094764 49.186565)),Postal Address,,,St. Helier,,,,Site of Langford,400339,,,,,,
0484a050-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Langtry House, La Motte Street",,GEOMETRYCOLLECTION (POINT (-2.101477 49.183861)),Postal Address,,,St. Helier,,,,Site of Langtry House,400346,,,,,,
0484a8d0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of 26 , New Street",,GEOMETRYCOLLECTION (POINT (-2.106448 49.185717)),Postal Address,,,St. Helier,,,,Site of 26 ,400347,,,,,,
0484b120-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of 16-18, Pomona Road",,GEOMETRYCOLLECTION (POINT (-2.10918 49.18968)),Postal Address,,,St. Helier,,,,Site of 16-18,400348,,,,,,
0484bac0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Colomberie House, La Colomberie",,GEOMETRYCOLLECTION (POINT (-2.101821 49.183178)),Postal Address,Richmond Map,,St. Helier,,,,Site of Colomberie House,400349,,,,,,
0484c370-149c-0138-c573-740f24312a1c,Parish,,,,,,"29, Sand Street",,GEOMETRYCOLLECTION (POINT (-2.111019 49.185572)),Postal Address,Richmond Map,,St. Helier,,,,29,400353,,,,,,
0451ea40-149c-0138-c573-740f24312a1c,Parish,,,,,,"Augres Hall, Oaklands Lane",,GEOMETRYCOLLECTION (POINT (-2.090348 49.206786)),Postal Address,,,St. Helier,,,,Augres Hall,400365,,,,,,
0484cc70-149c-0138-c573-740f24312a1c,Parish,,,,,,"11, Seale Street",,GEOMETRYCOLLECTION (POINT (-2.110199 49.185751)),Postal Address,Richmond Map,,St. Helier,,,,11,400367,,,,,,
0484d500-149c-0138-c573-740f24312a1c,Parish,,,,,,"16, La Motte Street",,GEOMETRYCOLLECTION (POINT (-2.102224 49.183598)),Postal Address,Richmond Map,,St. Helier,,,,16,400382,,,,,,
0484dde0-149c-0138-c573-740f24312a1c,Parish,,,,,,"43, Hill Street",,GEOMETRYCOLLECTION (POINT (-2.103419 49.18367)),Postal Address,Richmond Map,,St. Helier,,,,43,400383,,,,,,
04529600-149c-0138-c573-740f24312a1c,Parish,,,,,,"Adelphi Hotel, The Parade",,GEOMETRYCOLLECTION (POINT (-2.11007 49.187305)),Postal Address,Richmond Map,,St. Helier,,,,Adelphi Hotel,400384,,,,,,
0484e670-149c-0138-c573-740f24312a1c,Parish,,,,,,"La Ferme, Les Grands Vaux",,GEOMETRYCOLLECTION (POINT (-2.089975 49.204868)),Postal Address,Richmond Map,,St. Helier,,,,La Ferme,400391,,,,,,
0484f1e0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Mon Plaisir, La Rue de Trachy",,GEOMETRYCOLLECTION (POINT (-2.132544 49.198387)),Postal Address,Richmond Map,,St. Helier,,,,Mon Plaisir,400399,,,,,,
0484fcb0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Old Quarry House, Oaklands Lane",,GEOMETRYCOLLECTION (POINT (-2.092234 49.20735)),Postal Address,Richmond Map,,St. Helier,,,,Old Quarry House,400409,,,,,,
04850560-149c-0138-c573-740f24312a1c,Parish,,,,,,"La Valette, La Ruelle Vaucluse",,GEOMETRYCOLLECTION (POINT (-2.127049 49.204426)),Postal Address,Richmond Map,,St. Helier,,,,La Valette,400412,,,,,,
04850e10-149c-0138-c573-740f24312a1c,Parish,,,,,,"La Source de Souhait, La Vallée des Vaux",,GEOMETRYCOLLECTION (POINT (-2.105059 49.199543)),Postal Address,,,St. Helier,,,,La Source de Souhait,400417,,,,,,
048516f0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Lavoir, Tunnell Street",,GEOMETRYCOLLECTION (POINT (-2.098203 49.187663)),Postal Address,,,St. Helier,,,,Lavoir,400423,,,,,,
04857e10-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1793', Springfield Road",,GEOMETRYCOLLECTION (POINT (-2.0981 49.191973)),Postal Address,,,St. Helier,,,,Datestone '1793',400424,,,,,,
045423b0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Hotel Metropole, Roseville Street",,GEOMETRYCOLLECTION (POINT (-2.100253 49.181031)),Postal Address,German Occupation,,St. Helier,,,,Site of Hotel Metropole,400428,,,,,,
04859aa0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of 13, La Motte Street",,GEOMETRYCOLLECTION (POINT (-2.10225 49.183712)),Postal Address,Richmond Map,,St. Helier,,,,Site of 13,400437,,,,,,
048591e0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1812', Parcq de Cadoret",,GEOMETRYCOLLECTION (POINT (-2.118038 49.214651)),Postal Address,,,St. Helier,,,,Datestone '1812',400438,,,,,,
0485a280-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1831', Sand Street",,GEOMETRYCOLLECTION (POINT (-2.110125 49.185399)),Postal Address,,,St. Helier,,,,Datestone '1831',400453,,,,,,
046f1f10-149c-0138-c573-740f24312a1c,Parish,,,,,,"30, Sand Street",,GEOMETRYCOLLECTION (POINT (-2.110896 49.185721)),Postal Address,Richmond Map,,St. Helier,,,,30,400455,,,,,,
0485ab50-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1759', Cheapside",,GEOMETRYCOLLECTION (POINT (-2.112578 49.18898)),Postal Address,,,St. Helier,,,,Datestone '1759',400459,,,,,,
0485b410-149c-0138-c573-740f24312a1c,Parish,,,,,,"Wellhead, La Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.099864 49.189661)),Postal Address,,,St. Helier,,,,Wellhead,400465,,,,,,
0485bca0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1801', Liberation Square",,GEOMETRYCOLLECTION (POINT (-2.108617 49.1829)),Postal Address,,,St. Helier,,,,Datestone '1801',400507,,,,,,
0485c540-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1798', Upper King's Cliff",,GEOMETRYCOLLECTION (POINT (-2.108422 49.196196)),Postal Address,,,St. Helier,,,,Datestone '1798',400528,,,,,,
0485ce10-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1689', West Hill",,GEOMETRYCOLLECTION (POINT (-2.118789 49.198406)),Postal Address,,,St. Helier,,,,Datestone '1689',400533,,,,,,
0485d6d0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1670', La Vieux Mont Cochon",,GEOMETRYCOLLECTION (POINT (-2.131206 49.199153)),Postal Address,,,St. Helier,,,,Datestone '1670',400536,,,,,,
04854aa0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Park Farm, La Vallée des Vaux",,GEOMETRYCOLLECTION (POINT (-2.106365 49.202341)),Postal Address,,,St. Helier,,,,Park Farm,400541,,,,,,
04855380-149c-0138-c573-740f24312a1c,Parish,,,,,,"Longfields, La Route du Petit Clos",,GEOMETRYCOLLECTION (POINT (-2.105647 49.205623)),Postal Address,,,St. Helier,,,,Longfields,400543,,,,,,
04855c40-149c-0138-c573-740f24312a1c,Parish,,,,,,"La Cavalerie, Le Mont Cochon",,GEOMETRYCOLLECTION (POINT (-2.130935 49.206957)),Postal Address,,,St. Helier,,,,La Cavalerie,400544,,,,,,
048564c0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Cottage Farm, La Grand Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.112736 49.207109)),Postal Address,,,St. Helier,,,,Cottage Farm,400546,,,,,,
04856d30-149c-0138-c573-740f24312a1c,Parish,,,,,,"Copper Beech, La Grand Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.113018 49.210058)),Postal Address,,,St. Helier,,,,Copper Beech,400551,,,,,,
04857590-149c-0138-c573-740f24312a1c,Parish,,,,,,"Holly Farm, La Grand Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.117414 49.212651)),Postal Address,,,St. Helier,,,,Holly Farm,400566,,,,,,
0485e070-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of West's Cinema, Peter Street",,GEOMETRYCOLLECTION (POINT (-2.101813 49.184932)),Postal Address,,,St. Helier,,,,Site of West's Cinema,400569,,,,,,
0485e8e0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of the Forum Cinema, Grenville Street",,GEOMETRYCOLLECTION (POINT (-2.102277 49.182265)),Postal Address,German Occupation,,St. Helier,,,,Site of the Forum Cinema,400579,,,,,,
0485f220-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Cattle Market, Minden Place",,GEOMETRYCOLLECTION (POINT (-2.102921 49.186165)),Postal Address,,,St. Helier,,,,Site of Cattle Market,400583,,,,,,
0485fa60-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of F.C.J. Convent, Val Plaisant",,GEOMETRYCOLLECTION (POINT (-2.104171 49.18982)),Postal Address,Place of Worship,,St. Helier,,,,Site of F.C.J. Convent,400594,,,,,,
04860300-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Millbrook Halt, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.132035 49.194992)),Postal Address,Railway,,St. Helier,,,,Site of Millbrook Halt,400599,,,,,,
04860c00-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of First Tower Railway Station, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.128646 49.193884)),Postal Address,Railway,,St. Helier,,,,Site of First Tower Railway Station,400600,,,,,,
04861530-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Shipbuilding Yard, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.127412 49.19311)),Postal Address,,,St. Helier,,,,Site of Shipbuilding Yard,400610,,,,,,
04861d90-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Bellozanne Halt, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.123877 49.191477)),Postal Address,Railway,,St. Helier,,,,Site of Bellozanne Halt,400612,,,,,,
04862630-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Shipbuilding Yard, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.122457 49.190466)),Postal Address,,,St. Helier,,,,Site of Shipbuilding Yard,400620,,,,,,
04862f30-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Mont Cochon Menhir, Pied du Côtil",,GEOMETRYCOLLECTION (POINT (-2.126684 49.197087)),Postal Address,Megalithic,,St. Helier,,,,Site of Mont Cochon Menhir,400624,,,,,,
04863890-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Le Petit Moulin du Prieur, Le Chemin des Moulins",,GEOMETRYCOLLECTION (POINT (-2.135493 49.202652)),Postal Address,"Mill,Richmond Map",,St. Helier,,,,Site of Le Petit Moulin du Prieur,400631,,,,,,
048641e0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Le Moulin de Friquet, La Rue du Moulin de Fliquet",,GEOMETRYCOLLECTION (POINT (-2.123624 49.204464)),Postal Address,"Richmond Map,Mill",,St. Helier,,,,Site of Le Moulin de Friquet,400634,,,,,,
04864b20-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Copps Brickfield & Kiln, La Route de la Trinité",,GEOMETRYCOLLECTION (POINT (-2.098939 49.199906)),Postal Address,,,St. Helier,,,,Site of Copps Brickfield & Kiln,400635,,,,,,
048653b0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of de la Gruchye Brickfield & Kiln , La Grande Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.114153 49.202588)),Postal Address,,,St. Helier,,,,Site of de la Gruchye Brickfield & Kiln ,400657,,,,,,
04865be0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Brick Kiln, La Ruelle de Rauvolet",,GEOMETRYCOLLECTION (POINT (-2.114996 49.206332)),Postal Address,,,St. Helier,,,,Site of Brick Kiln,400672,,,,,,
04866470-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Copp's Brick Kiln, La Grande Route de St Jean ",,GEOMETRYCOLLECTION (POINT (-2.112623 49.208177)),Postal Address,,,St. Helier,,,,Site of Copp's Brick Kiln,400677,,,,,,
04872190-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Excavation,"Site of Shipbuilding Yard, Le Havre des Pas",Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.09776 49.176898)),Postal Address,,,St. Helier,An excavation was undertaken by Société Jersiaise in November 1979. ,Nov-79,,Site of Shipbuilding Yard,400678,Nov-79,,,,,
04874e70-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Site of 2-12, Hue Street",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.108519 49.185762)),Postal Address,,,St. Helier,"An archaeological evaluation was undertaken by the Museum of London Archaeology Service following the recommendation of the Société Jersiaise Archaeology Section. Two trenches were opened. The most significant find from the evaluation was a presence of a 13th/14th century land surface, approximately 2m below surface. A pit and possible post-hole/small pit were identified. Objects found include animal bone, pottery, burnt clay and possible daub. There was also evidence of post-medieval occupation and the remains of a cellar (late 19th/early 20th century), 18th/19th century drains and circa 20th century cobbled alley/yard surface. ",2008,,Site of 2-12,400683,2008,,,,,
04866d60-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Excavation,"Site of Allix Shipbuilding Yard, Le Havre des Pas",Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.103278 49.176536)),Postal Address,,,St. Helier,An excavation was undertaken by Société Jersiaise in November 1979. ,Nov-79,,Site of Allix Shipbuilding Yard,400691,Nov-79,,,,,
04867830-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of La Chapelle de Notre Dame des Pas, Green Street",,GEOMETRYCOLLECTION (POINT (-2.105036 49.178218)),Postal Address,"Place of Worship,Richmond Map",,St. Helier,,,,Site of La Chapelle de Notre Dame des Pas,400692,,,,,,
045dcc00-149c-0138-c573-740f24312a1c,Parish,,,,,,"La Collette Power Station, Mount Bingham",,GEOMETRYCOLLECTION (POINT (-2.108851 49.174504)),Postal Address,,,St. Helier,,,,La Collette Power Station,400694,,,,,,
04868360-149c-0138-c573-740f24312a1c,Parish,,,,,,"Approximate site of Dolmen du Mont de la Ville, Fort Regent",,GEOMETRYCOLLECTION (POINT (-2.105628 49.18156)),Postal Address,,,St. Helier,,,,Approximate site of Dolmen du Mont de la Ville,400698,,,,,,
04868f00-149c-0138-c573-740f24312a1c,Parish,,,,,,"Battlefield site: Battle of Jersey 1781, Royal Square",,GEOMETRYCOLLECTION (POINT (-2.105285 49.183848)),Postal Address,,,St. Helier,,,,Battlefield site: Battle of Jersey 1781,400702,,,,,,
04869780-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Brickfield, La Pouquelaye",,GEOMETRYCOLLECTION (POINT (-2.103409 49.19392)),Postal Address,,,St. Helier,,,,Site of Brickfield,400703,,,,,,
0486a070-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Le Moulin de la Ville, Town Mills",,GEOMETRYCOLLECTION (POINT (-2.099897 49.194869)),Postal Address,"Mill,Richmond Map",,St. Helier,,,,Site of Le Moulin de la Ville,400709,,,,,,
04871900-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Menhir, Field H1230",,GEOMETRYCOLLECTION (POINT (-2.10517 49.1901)),Field Number,Megalithic,,St. Helier,,,,Site of Menhir,400710,,,,,,
0486a990-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Le Moulin à  Foulon et à  Brée, Conway Street",,GEOMETRYCOLLECTION (POINT (-2.107911 49.183336)),Postal Address,Mill,,St. Helier,,,,Site of Le Moulin à  Foulon et à  Brée,400712,,,,,,
0486b340-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of La Chapelle de la Madelaine, Bond Street",,GEOMETRYCOLLECTION (POINT (-2.107222 49.183601)),Postal Address,Place of Worship,,St. Helier,,,,Site of La Chapelle de la Madelaine,400718,,,,,,
0486be80-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Petit Moulin de la Ville du Prieur, Hue Street",,GEOMETRYCOLLECTION (POINT (-2.108093 49.186168)),Postal Address,Mill,,St. Helier,,,,Site of Petit Moulin de la Ville du Prieur,400730,,,,,,
0486c7a0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Le Moulin de Débénaire, York Street",,GEOMETRYCOLLECTION (POINT (-2.109863 49.186036)),Postal Address,Mill,,St. Helier,,,,Site of Le Moulin de Débénaire,400734,,,,,,
0486d3f0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Shipbuilding Yard, Esplanade",,GEOMETRYCOLLECTION (POINT (-2.112264 49.18454)),Postal Address,,,St. Helier,,,,Site of Shipbuilding Yard,400735,,,,,,
0486dc40-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Shipbuilding Yard, Esplanade",,GEOMETRYCOLLECTION (POINT (-2.115536 49.186458)),Postal Address,,,St. Helier,,,,Site of Shipbuilding Yard,400744,,,,,,
