ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type,
50818ad0-116c-0138-9150-740f24312a1c,Berry House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0291,Parish,"Berry House, La Rue du Crocquet",,,100291,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170545 49.18872)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508194a0-116c-0138-9150-740f24312a1c,Le Buissonet,,,,,Richmond Map,Postal Address,,St. Brelade,BR0292,Parish,"Le Buissonet, La Rue du Crocquet",,,100292,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170259 49.189105)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50819e50-116c-0138-9150-740f24312a1c,La Cabane,,,,,Richmond Map,Postal Address,,St. Brelade,BR0293,Parish,"La Cabane, La Rue du Crocquet",,,100293,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169995 49.189064)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081a850-116c-0138-9150-740f24312a1c,Caesarea Cottage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0294,Parish,"Caesarea Cottage, La Rue du Crocquet",,,100294,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171042 49.18808)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081b3c0-116c-0138-9150-740f24312a1c,Clarendon House,,,,,,Postal Address,,St. Brelade,BR0295,Parish,"Clarendon House, La Rue du Crocquet",,,100295,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171061 49.187866)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081bdc0-116c-0138-9150-740f24312a1c,"L'Espethance, Petite L'Armistice, L'Armistice Cottage",,,,,Richmond Map,Postal Address,,St. Brelade,BR0296,Parish,"L'Espethance, Petite L'Armistice, L'Armistice Cottage, La Rue du Crocquet",,,100296,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170627 49.188629)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
5081c7a0-116c-0138-9150-740f24312a1c,L'Heritage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0297,Parish,"L'Heritage, La Rue du Crocquet",,,100297,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170324 49.188548)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081d0a0-116c-0138-9150-740f24312a1c,Highbury,,,,,,Postal Address,,St. Brelade,BR0298,Parish,"Highbury, La Rue du Crocquet",,,100298,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170802 49.188224)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081d9e0-116c-0138-9150-740f24312a1c,The Hollies,,,,,Richmond Map,Postal Address,,St. Brelade,BR0299,Parish,"The Hollies, La Rue du Crocquet",,,100299,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170667 49.188825)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
5081e4a0-116c-0138-9150-740f24312a1c,Ker Anna House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0300,Parish,"Ker Anna House, La Rue du Crocquet",,,100300,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171045 49.18921)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0100300 Ker Anna Watching Brief and Standing Building Recording Report 2015.pdf', u'url': u'/files/uploadedfiles/0100300_Ker_Anna_Watching_Brief_and_Standing_Building_Recording_Report_2015.pdf', u'lastModified': 1580734048484, u'content': u'blob:https://her.jerseyheritage.org/60a64317-f57d-4b76-9735-bff8996790fe', u'file_id': u'5e4d7970-5d35-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 16883384}]","<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5081ef60-116c-0138-9150-740f24312a1c,Maison Alexandre,,,,,,Postal Address,,St. Brelade,BR0301,Parish,"Maison Alexandre, La Rue du Crocquet",,,100301,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170706 49.188375)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (P/09/A/2851-2) </p><p>3. Photograph (SJPA/008528)</p>",,
5081f8c0-116c-0138-9150-740f24312a1c,Maison du Crocquet and Le Mouillage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0302,Parish,"Maison du Crocquet and Le Mouillage, La Rue du Crocquet",,,100302,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170281 49.188698)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508201d0-116c-0138-9150-740f24312a1c,Le Pave,,,,,,Postal Address,,St. Brelade,BR0303,Parish,"Le Pave, La Rue du Crocquet",,,100303,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170828 49.188179)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50820b10-116c-0138-9150-740f24312a1c,Road Improvement Stone,,,,,,Postal Address,,St. Brelade,BR0304,Parish,"Road Improvement Stone, La Rue du Crocquet",,,100304,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169233 49.191177)),,<p>1.  Government of Jersey</p>,,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508214f0-116c-0138-9150-740f24312a1c,La Robinette,,,,,,Postal Address,,St. Brelade,BR0305,Parish,"La Robinette, La Rue du Crocquet",,,100305,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170174 49.188831)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (SJPA/008532)</p>",,
50821e00-116c-0138-9150-740f24312a1c,Le Rocher,,,,,,Postal Address,,St. Brelade,BR0306,Parish,"Le Rocher, La Rue du Crocquet",,,100306,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170584 49.188965)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508227d0-116c-0138-9150-740f24312a1c,Rosebank,,,,,Richmond Map,Postal Address,,St. Brelade,BR0307,Parish,"Rosebank, La Rue du Crocquet",,,100307,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169945 49.188971)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50823130-116c-0138-9150-740f24312a1c,The Old Rectory,,,,,,Postal Address,,St. Brelade,BR0308,Parish,"The Old Rectory, La Rue du Crocquet",,,100308,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169789 49.189375)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50823a20-116c-0138-9150-740f24312a1c,The Old Sail Loft,,,,,,Postal Address,,St. Brelade,BR0309,Parish,"The Old Sail Loft, La Rue du Crocquet",,,100309,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171041 49.18792)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50824640-116c-0138-9150-740f24312a1c,St Aubyn's Hotel,,,,,Richmond Map,Postal Address,,St. Brelade,BR0310/BR0311,Parish,"St Aubyn's Hotel, La Rue du Crocquet",,,100310,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170626 49.188)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive </p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Plans (D/AL/A9/107(E6)), Brochure (L/A/21/D1/20)</p>",,
50859fa0-116c-0138-9150-740f24312a1c,The Great Menhir,,,,,Megalithic,,,St. Brelade,BR0228,Parish,The Great Menhir,,,100311,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.216841 49.194351)),,<p>1.  Société Jersiaise</p>,,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey. </p>
<p>Johnston, D.E. 1981. The Channel Islands: An Archaeological Guide. Phillimore, Chichester. Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey. </p>
<p> Société Jersiaise. 1976. Jersey in Pre-history. A short description of Jersey's major prehistoric sites. Société Jersiaise, Jersey.</p>",Government of Jersey,,<p>1. Sites and Monuments Database</p>,,
50825020-116c-0138-9150-740f24312a1c,St Magloire,,,,,Richmond Map,Postal Address,,St. Brelade,BR0312,Parish,"St Magloire, La Rue du Crocquet",,,100312,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170089 49.188911)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Photographs (SJPA/008514-25)</p>",,
508259b0-116c-0138-9150-740f24312a1c,Neptune House,,,,,,Postal Address,,St. Brelade,BR0313,Parish,"Neptune House, La Rue du Crocquet",,,100313,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170788 49.187678)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50826380-116c-0138-9150-740f24312a1c,Ty-Anna,,,,,Richmond Map,Postal Address,,St. Brelade,BR0314,Parish,"Ty-Anna, La Rue du Crocquet",,,100314,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170819 49.18894)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50826d80-116c-0138-9150-740f24312a1c,Wellhead,,,,,,Postal Address,,St. Brelade,BR0315,Parish,"Wellhead, La Rue du Crocquet",,,100315,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169739 49.188523)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50827730-116c-0138-9150-740f24312a1c,Tenby House,,,,,,Postal Address,,St. Brelade,BR0316,Parish,"Tenby House, La Rue au Moestre",,,100316,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170656 49.187157)),,<p>1.  Government of Jersey</p>,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50828090-116c-0138-9150-740f24312a1c,Victorian Stink Pipe,,,,,,Postal Address,,St. Brelade,BR0317,Parish,"Victorian Stink Pipe, La Rue au Moestre",,,100317,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170544 49.185262)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50828ae0-116c-0138-9150-740f24312a1c,Bulwark House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0318,Parish,"Bulwark House, Le Mont du Boulevard",,,100318,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169458 49.18456)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (P/09/A/630) </p>",,
50829420-116c-0138-9150-740f24312a1c,Cardington Cottage,,,,,,Postal Address,,St. Brelade,BR0319,Parish,"Cardington Cottage, Le Mont du Boulevard",,,100319,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169748 49.18487)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50829e20-116c-0138-9150-740f24312a1c,Cardington Lodge,,,,,,Postal Address,,St. Brelade,,Parish,"Cardington Lodge, Le Mont du Boulevard",,,100320,,,,GEOMETRYCOLLECTION (POINT (-2.169961 49.184796)),,<p>1.  Jersey Archive</p>,,,,,<p>1. Photograph (P/09/A/647)</p>,,
5082a7b0-116c-0138-9150-740f24312a1c,Hillside House,,,,,,Postal Address,,St. Brelade,BR0321,Parish,"Hillside House, Le Mont du Boulevard",,,100321,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.168871 49.185126)),,<p>1.  Government of Jersey</p>,,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019)",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5082b120-116c-0138-9150-740f24312a1c,Norman House,,,,,,Postal Address,,St. Brelade,BR0322,Parish,"Norman House, Le Mont du Boulevard",,,100322,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.168917 49.185014)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5082bb20-116c-0138-9150-740f24312a1c,St Aubin Ruin,,,,,Richmond Map,Postal Address,,St. Brelade,BR0323,Parish,"St Aubin Ruin, Le Mont du Boulevard",,,100323,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169214 49.184474)),,<p>1.  Governmt of Jersey</p>,,"<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5082c580-116c-0138-9150-740f24312a1c,Roche Bois,,,,,Richmond Map,Postal Address,,St. Brelade,BR0324,Parish,"Roche Bois, Le Mont ès Tours",,,100324,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171123 49.18529)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive</p>,,"<p>Hampton, R. 1979. Edward Burne-Jones and Augusta de Gruchy. A study of the Pre-Raphaelite window in St Aubin's Church. Annual Bulletin of the Société Jersiaise, 22, 301-9. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Report (L/A/06/F/136)</p>",,
5082cfd0-116c-0138-9150-740f24312a1c,Le Bel D'Enton,,,,,Richmond Map,Postal Address,,St. Brelade,BR0325,Parish,"Le Bel D'Enton, Le Mont les Vaux",,,100325,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174061 49.187826)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk] </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>
<p>White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
5082da30-116c-0138-9150-740f24312a1c,Church House,,,,,,Postal Address,,St. Brelade,BR0326,Parish,"Church House, Le Mont les Vaux",,,100326,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171553 49.187998)),,<p>1.  Government of Jersey</p>,,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019)",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5082e490-116c-0138-9150-740f24312a1c,Church of St Aubin on the Hill,,,,,Place of Worship,Postal Address,,St. Brelade,BR0327,Parish,"Church of St Aubin on the Hill, Le Mont les Vaux",,,100327,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.172098 49.18813)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive  </p><p>4.  Société Jersiaise Photographic Archive</p>,,"<p>Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report] </p>
<p>Hampton, R. 1979. Edward Burne-Jones and Augusta de Gruchy. A study of the Pre-Raphaelite window in St Aubin's Church. Annual Bulletin of the Société Jersiaise, 22, 301-9. </p>
<p>Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Photographs (sample of collection: L/A/75/A3/2/3935, P/03/370/22), Booklet (US/34) </p><p>4. Photographs (SJPA/001695-98)</p>",,
5085a910-116c-0138-9150-740f24312a1c,La Tête des Quennevais ,,,,,Megalithic,,,St. Brelade,BR0228,Parish,La Tête des Quennevais ,,,100328,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.211876 49.196493)),,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection</p>,,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Patton, M. 1991. Excavation of a Chalcolithic Ritual Complex at La Tête des Quennevais, Jersey: An Interim Report. Annual Bulletin of the Société Jersiaise, 25(3), 453-462. </p>",Government of Jersey,,"<p>1. Fieldwalking card, Sites and Monuments Database </p><p>2. Artefacts (sample of collection: A/0000237-44, A/0000293-313, A/0010190-2)</p>",,
5082ee90-116c-0138-9150-740f24312a1c,Le Forgeron Cottage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0329,Parish,"Le Forgeron Cottage, Le Mont les Vaux",,,100329,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174124 49.18818)),,<p>1.  Government of Jersey</p>,,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5082f8a0-116c-0138-9150-740f24312a1c,Hibernia Vale,,,,,Richmond Map,Postal Address,,St. Brelade,BR0330/BR0331,Parish,"Hibernia Vale, Le Mont les Vaux",,,100330,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.17591 49.188639)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
5085bbc0-116c-0138-9150-740f24312a1c,Site of L'Anciennete,,,,,Richmond Map,Field Number,,St. Brelade,,Parish,"Site of L'Anciennete, Field B490",,,100331,,,,GEOMETRYCOLLECTION (POINT (-2.223421 49.180253)),,<p>1.  Société Jersiaise Photographic Archive</p>,,"<p>L'Amy, J.H. 1971. Jersey Folk Lore. Société Jersiaise, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,"<p>1. Photographs (sample of collection: SJPA/004973, SJPA/005655-6, SJPA/005990-1, SJPA/006416)</p>",,
50830220-116c-0138-9150-740f24312a1c,Milestone '4 1865',,,,,,Postal Address,,St. Brelade,BR0332,Parish,"Milestone '4 1865', Le Mont les Vaux",,,100332,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.175717 49.188058)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50830c20-116c-0138-9150-740f24312a1c,Site of Le Moulin Desgoutesplie,,,,,"Mill,Richmond Map",Postal Address,,St. Brelade,BR0333,Parish,"Site of Le Moulin Desgoutesplie, Le Mont les Vaux",,,100333,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.171328 49.187653)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Knocker, G.S. 1936. The Windmills of Jersey. Annual Bulletin of the Société Jersiaise, 13, 91-106. </p>
<p>Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk] </p>
<p>Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50831590-116c-0138-9150-740f24312a1c,Water Pump,,,,,,Postal Address,,St. Brelade,BR0334,Parish,"Water Pump, Le Mont les Vaux",,,100334,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.17191 49.187875)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50831ff0-116c-0138-9150-740f24312a1c,Sans Souci,,,,,Place of Worship,Postal Address,,St. Brelade,BR0335,Parish,"Sans Souci, Le Mont les Vaux",,,100335,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.172987 49.187988)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive</p>,,"Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report]",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Photograph (L/A/75/A3/4/328)</p>",,
50832950-116c-0138-9150-740f24312a1c,St Aubin's Institute,,,,,,Postal Address,,St. Brelade,BR0336,Parish,"St Aubin's Institute, Le Mont les Vaux",,,100336,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.171398 49.187952)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508332a0-116c-0138-9150-740f24312a1c,St Brelade's Independent Tutorial College,,,,,,Postal Address,,St. Brelade,BR0337,Parish,"St Brelade's Independent Tutorial College, Le Mont les Vaux",,,100337,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.176991 49.188548)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk]",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Plans (D/AL/A6/122(C1))</p>",,
508341f0-116c-0138-9150-740f24312a1c,Vine Cottage,,,,,Richmond Map,Postal Address,,St. Brelade,BR0338,Parish,"Vine Cottage, Le Mont les Vaux",,,100338,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174998 49.188469)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
